model number,model name,time taken to optimise (in seconds),number of partitions,partition size
3,model_with_separate_variables_3,0.7936708927154541,500,1000
4,model_with_separate_variables_4,0.7939960956573486,500,1000
5,model_with_separate_variables_5,0.8086190223693848,500,1000
6,model_with_separate_variables_6,0.7315659523010254,500,1000
7,model_with_separate_variables_7,0.804142951965332,500,1000
8,model_with_separate_variables_8,0.7819159030914307,500,1000
9,model_with_separate_variables_9,0.8122289180755615,500,1000
10,model_with_separate_variables_10,0.8039708137512207,500,1000
11,model_with_separate_variables_11,0.8535177707672119,500,1000
12,model_with_separate_variables_12,0.7746639251708984,500,1000
13,model_with_separate_variables_13,0.7833700180053711,500,1000
14,model_with_separate_variables_14,0.8099608421325684,500,1000
15,model_with_separate_variables_15,0.8024811744689941,500,1000
16,model_with_separate_variables_16,0.7761321067810059,500,1000
17,model_with_separate_variables_17,0.7783389091491699,500,1000
18,model_with_separate_variables_18,0.789832353591919,500,1000
19,model_with_separate_variables_19,0.7970349788665771,500,1000
20,model_with_separate_variables_20,0.7484159469604492,500,1000
21,model_with_separate_variables_21,0.8079290390014648,500,1000
22,model_with_separate_variables_22,0.799191951751709,500,1000
23,model_with_separate_variables_23,0.8013508319854736,500,1000
24,model_with_separate_variables_24,0.7696812152862549,500,1000
0,model_with_pwl_costs_0,1.1651439666748047,500,1000
1,model_with_pwl_costs_1,1.136469841003418,500,1000
2,model_with_pwl_costs_2,1.1406378746032715,500,1000
3,model_with_pwl_costs_3,1.1600799560546875,500,1000
4,model_with_pwl_costs_4,1.1545331478118896,500,1000
5,model_with_pwl_costs_5,1.1136372089385986,500,1000
6,model_with_pwl_costs_6,1.1597168445587158,500,1000
7,model_with_pwl_costs_7,1.1819758415222168,500,1000
8,model_with_pwl_costs_8,1.1447982788085938,500,1000
9,model_with_pwl_costs_9,1.096095085144043,500,1000
10,model_with_pwl_costs_10,1.1480109691619873,500,1000
11,model_with_pwl_costs_11,1.1325759887695312,500,1000
12,model_with_pwl_costs_12,1.1510069370269775,500,1000
13,model_with_pwl_costs_13,1.141963005065918,500,1000
14,model_with_pwl_costs_14,1.1509079933166504,500,1000
15,model_with_pwl_costs_15,1.1048991680145264,500,1000
16,model_with_pwl_costs_16,1.1498680114746094,500,1000
17,model_with_pwl_costs_17,1.1632330417633057,500,1000
18,model_with_pwl_costs_18,1.154980182647705,500,1000
19,model_with_pwl_costs_19,1.1583988666534424,500,1000
20,model_with_pwl_costs_20,1.1899306774139404,500,1000
21,model_with_pwl_costs_21,1.1679742336273193,500,1000
22,model_with_pwl_costs_22,1.162592887878418,500,1000
23,model_with_pwl_costs_23,1.1228690147399902,500,1000
24,model_with_pwl_costs_24,1.1299231052398682,500,1000
0,model_with_separate_variables_0,0.007283926010131836,5,2000
1,model_with_separate_variables_1,0.0074388980865478516,5,2000
2,model_with_separate_variables_2,0.00716710090637207,5,2000
3,model_with_separate_variables_3,0.007401943206787109,5,2000
4,model_with_separate_variables_4,0.0072858333587646484,5,2000
5,model_with_separate_variables_5,0.0072209835052490234,5,2000
6,model_with_separate_variables_6,0.007367134094238281,5,2000
7,model_with_separate_variables_7,0.007158994674682617,5,2000
8,model_with_separate_variables_8,0.007308006286621094,5,2000
9,model_with_separate_variables_9,0.007042884826660156,5,2000
10,model_with_separate_variables_10,0.007230281829833984,5,2000
11,model_with_separate_variables_11,0.007025003433227539,5,2000
12,model_with_separate_variables_12,0.006991863250732422,5,2000
13,model_with_separate_variables_13,0.0072498321533203125,5,2000
14,model_with_separate_variables_14,0.007044076919555664,5,2000
15,model_with_separate_variables_15,0.007142305374145508,5,2000
16,model_with_separate_variables_16,0.006878852844238281,5,2000
17,model_with_separate_variables_17,0.007016181945800781,5,2000
18,model_with_separate_variables_18,0.007050991058349609,5,2000
19,model_with_separate_variables_19,0.00693202018737793,5,2000
20,model_with_separate_variables_20,0.007036924362182617,5,2000
21,model_with_separate_variables_21,0.0068378448486328125,5,2000
22,model_with_separate_variables_22,0.007154941558837891,5,2000
23,model_with_separate_variables_23,0.0069811344146728516,5,2000
24,model_with_separate_variables_24,0.00690913200378418,5,2000
0,model_with_pwl_costs_0,0.00958108901977539,5,2000
1,model_with_pwl_costs_1,0.009824037551879883,5,2000
2,model_with_pwl_costs_2,0.013299942016601562,5,2000
3,model_with_pwl_costs_3,0.010476827621459961,5,2000
4,model_with_pwl_costs_4,0.01313471794128418,5,2000
5,model_with_pwl_costs_5,0.012875080108642578,5,2000
6,model_with_pwl_costs_6,0.009344100952148438,5,2000
7,model_with_pwl_costs_7,0.010993003845214844,5,2000
8,model_with_pwl_costs_8,0.013390064239501953,5,2000
9,model_with_pwl_costs_9,0.009095907211303711,5,2000
10,model_with_pwl_costs_10,0.013110160827636719,5,2000
11,model_with_pwl_costs_11,0.010886907577514648,5,2000
12,model_with_pwl_costs_12,0.012609004974365234,5,2000
13,model_with_pwl_costs_13,0.010458707809448242,5,2000
14,model_with_pwl_costs_14,0.013349056243896484,5,2000
15,model_with_pwl_costs_15,0.009672880172729492,5,2000
16,model_with_pwl_costs_16,0.013516902923583984,5,2000
17,model_with_pwl_costs_17,0.013420820236206055,5,2000
18,model_with_pwl_costs_18,0.013245105743408203,5,2000
19,model_with_pwl_costs_19,0.009067773818969727,5,2000
20,model_with_pwl_costs_20,0.011281967163085938,5,2000
21,model_with_pwl_costs_21,0.010444879531860352,5,2000
22,model_with_pwl_costs_22,0.010973930358886719,5,2000
23,model_with_pwl_costs_23,0.009654998779296875,5,2000
24,model_with_pwl_costs_24,0.010650157928466797,5,2000
0,model_with_separate_variables_0,0.047309160232543945,20,2000
1,model_with_separate_variables_1,0.04982495307922363,20,2000
2,model_with_separate_variables_2,0.04722404479980469,20,2000
3,model_with_separate_variables_3,0.047904014587402344,20,2000
4,model_with_separate_variables_4,0.04739117622375488,20,2000
5,model_with_separate_variables_5,0.046295881271362305,20,2000
6,model_with_separate_variables_6,0.04506802558898926,20,2000
7,model_with_separate_variables_7,0.049829721450805664,20,2000
8,model_with_separate_variables_8,0.04624319076538086,20,2000
9,model_with_separate_variables_9,0.04855704307556152,20,2000
10,model_with_separate_variables_10,0.04754495620727539,20,2000
11,model_with_separate_variables_11,0.04637002944946289,20,2000
12,model_with_separate_variables_12,0.04741382598876953,20,2000
13,model_with_separate_variables_13,0.046875,20,2000
14,model_with_separate_variables_14,0.04566192626953125,20,2000
15,model_with_separate_variables_15,0.04910397529602051,20,2000
16,model_with_separate_variables_16,0.047055721282958984,20,2000
17,model_with_separate_variables_17,0.046457767486572266,20,2000
18,model_with_separate_variables_18,0.046133995056152344,20,2000
19,model_with_separate_variables_19,0.046362876892089844,20,2000
20,model_with_separate_variables_20,0.0464320182800293,20,2000
21,model_with_separate_variables_21,0.046823978424072266,20,2000
22,model_with_separate_variables_22,0.047219276428222656,20,2000
23,model_with_separate_variables_23,0.04584503173828125,20,2000
24,model_with_separate_variables_24,0.046584129333496094,20,2000
0,model_with_pwl_costs_0,0.08433699607849121,20,2000
1,model_with_pwl_costs_1,0.06964397430419922,20,2000
2,model_with_pwl_costs_2,0.06809186935424805,20,2000
3,model_with_pwl_costs_3,0.08510518074035645,20,2000
4,model_with_pwl_costs_4,0.061250925064086914,20,2000
5,model_with_pwl_costs_5,0.06947708129882812,20,2000
6,model_with_pwl_costs_6,0.07319808006286621,20,2000
7,model_with_pwl_costs_7,0.07375216484069824,20,2000
8,model_with_pwl_costs_8,0.08150601387023926,20,2000
9,model_with_pwl_costs_9,0.07637190818786621,20,2000
10,model_with_pwl_costs_10,0.08392810821533203,20,2000
11,model_with_pwl_costs_11,0.0743558406829834,20,2000
12,model_with_pwl_costs_12,0.0737009048461914,20,2000
13,model_with_pwl_costs_13,0.07204604148864746,20,2000
14,model_with_pwl_costs_14,0.07308173179626465,20,2000
15,model_with_pwl_costs_15,0.07151079177856445,20,2000
16,model_with_pwl_costs_16,0.06397581100463867,20,2000
17,model_with_pwl_costs_17,0.08068513870239258,20,2000
18,model_with_pwl_costs_18,0.07648515701293945,20,2000
19,model_with_pwl_costs_19,0.060993194580078125,20,2000
20,model_with_pwl_costs_20,0.061480045318603516,20,2000
21,model_with_pwl_costs_21,0.08196306228637695,20,2000
22,model_with_pwl_costs_22,0.06281399726867676,20,2000
23,model_with_pwl_costs_23,0.07982301712036133,20,2000
24,model_with_pwl_costs_24,0.0654001235961914,20,2000
0,model_with_separate_variables_0,0.1270761489868164,50,2000
1,model_with_separate_variables_1,0.12155389785766602,50,2000
2,model_with_separate_variables_2,0.12487506866455078,50,2000
3,model_with_separate_variables_3,0.1369781494140625,50,2000
4,model_with_separate_variables_4,0.13004207611083984,50,2000
5,model_with_separate_variables_5,0.1250617504119873,50,2000
6,model_with_separate_variables_6,0.12693500518798828,50,2000
7,model_with_separate_variables_7,0.12634611129760742,50,2000
8,model_with_separate_variables_8,0.12561893463134766,50,2000
9,model_with_separate_variables_9,0.13001394271850586,50,2000
10,model_with_separate_variables_10,0.12656378746032715,50,2000
11,model_with_separate_variables_11,0.12343978881835938,50,2000
12,model_with_separate_variables_12,0.12725186347961426,50,2000
13,model_with_separate_variables_13,0.12407088279724121,50,2000
14,model_with_separate_variables_14,0.13239812850952148,50,2000
15,model_with_separate_variables_15,0.12542986869812012,50,2000
16,model_with_separate_variables_16,0.12540507316589355,50,2000
17,model_with_separate_variables_17,0.12468886375427246,50,2000
18,model_with_separate_variables_18,0.12642693519592285,50,2000
19,model_with_separate_variables_19,0.12408590316772461,50,2000
20,model_with_separate_variables_20,0.1243131160736084,50,2000
21,model_with_separate_variables_21,0.12522602081298828,50,2000
22,model_with_separate_variables_22,0.12789487838745117,50,2000
23,model_with_separate_variables_23,0.12587213516235352,50,2000
24,model_with_separate_variables_24,0.13596391677856445,50,2000
0,model_with_pwl_costs_0,0.25046396255493164,50,2000
1,model_with_pwl_costs_1,0.2543060779571533,50,2000
2,model_with_pwl_costs_2,0.24370884895324707,50,2000
3,model_with_pwl_costs_3,0.16558122634887695,50,2000
4,model_with_pwl_costs_4,0.24763011932373047,50,2000
5,model_with_pwl_costs_5,0.16270685195922852,50,2000
6,model_with_pwl_costs_6,0.25786924362182617,50,2000
7,model_with_pwl_costs_7,0.1661999225616455,50,2000
8,model_with_pwl_costs_8,0.1609358787536621,50,2000
9,model_with_pwl_costs_9,0.24849677085876465,50,2000
10,model_with_pwl_costs_10,0.251110315322876,50,2000
11,model_with_pwl_costs_11,0.25612688064575195,50,2000
12,model_with_pwl_costs_12,0.2545289993286133,50,2000
13,model_with_pwl_costs_13,0.16602396965026855,50,2000
14,model_with_pwl_costs_14,0.2527449131011963,50,2000
15,model_with_pwl_costs_15,0.19335484504699707,50,2000
16,model_with_pwl_costs_16,0.2513160705566406,50,2000
17,model_with_pwl_costs_17,0.24997901916503906,50,2000
18,model_with_pwl_costs_18,0.24581313133239746,50,2000
19,model_with_pwl_costs_19,0.15586090087890625,50,2000
20,model_with_pwl_costs_20,0.2470242977142334,50,2000
21,model_with_pwl_costs_21,0.2507309913635254,50,2000
22,model_with_pwl_costs_22,0.2496490478515625,50,2000
23,model_with_pwl_costs_23,0.24053668975830078,50,2000
24,model_with_pwl_costs_24,0.25080299377441406,50,2000
0,model_with_separate_variables_0,0.263718843460083,100,2000
1,model_with_separate_variables_1,0.2597179412841797,100,2000
2,model_with_separate_variables_2,0.2614889144897461,100,2000
3,model_with_separate_variables_3,0.25818490982055664,100,2000
4,model_with_separate_variables_4,0.26581692695617676,100,2000
5,model_with_separate_variables_5,0.2662959098815918,100,2000
6,model_with_separate_variables_6,0.2709238529205322,100,2000
7,model_with_separate_variables_7,0.27745819091796875,100,2000
8,model_with_separate_variables_8,0.26384520530700684,100,2000
9,model_with_separate_variables_9,0.2623591423034668,100,2000
10,model_with_separate_variables_10,0.2634928226470947,100,2000
11,model_with_separate_variables_11,0.26262402534484863,100,2000
12,model_with_separate_variables_12,0.26476287841796875,100,2000
13,model_with_separate_variables_13,0.2688720226287842,100,2000
14,model_with_separate_variables_14,0.2750368118286133,100,2000
15,model_with_separate_variables_15,0.2729499340057373,100,2000
16,model_with_separate_variables_16,0.2720310688018799,100,2000
17,model_with_separate_variables_17,0.2662031650543213,100,2000
18,model_with_separate_variables_18,0.2673940658569336,100,2000
19,model_with_separate_variables_19,0.2670879364013672,100,2000
20,model_with_separate_variables_20,0.26131391525268555,100,2000
21,model_with_separate_variables_21,0.2595548629760742,100,2000
22,model_with_separate_variables_22,0.26105809211730957,100,2000
23,model_with_separate_variables_23,0.2658088207244873,100,2000
24,model_with_separate_variables_24,0.25949525833129883,100,2000
0,model_with_pwl_costs_0,0.5156190395355225,100,2000
1,model_with_pwl_costs_1,0.5293610095977783,100,2000
2,model_with_pwl_costs_2,0.5270140171051025,100,2000
3,model_with_pwl_costs_3,0.5206437110900879,100,2000
4,model_with_pwl_costs_4,0.52590012550354,100,2000
5,model_with_pwl_costs_5,0.5139250755310059,100,2000
6,model_with_pwl_costs_6,0.523651123046875,100,2000
7,model_with_pwl_costs_7,0.5238549709320068,100,2000
8,model_with_pwl_costs_8,0.4915461540222168,100,2000
9,model_with_pwl_costs_9,0.5221381187438965,100,2000
10,model_with_pwl_costs_10,0.511627197265625,100,2000
11,model_with_pwl_costs_11,0.5102086067199707,100,2000
12,model_with_pwl_costs_12,0.5174221992492676,100,2000
13,model_with_pwl_costs_13,0.5256788730621338,100,2000
14,model_with_pwl_costs_14,0.524744987487793,100,2000
15,model_with_pwl_costs_15,0.5167019367218018,100,2000
16,model_with_pwl_costs_16,0.4844391345977783,100,2000
17,model_with_pwl_costs_17,0.5225050449371338,100,2000
18,model_with_pwl_costs_18,0.5219879150390625,100,2000
19,model_with_pwl_costs_19,0.5250928401947021,100,2000
20,model_with_pwl_costs_20,0.5235929489135742,100,2000
21,model_with_pwl_costs_21,0.5087759494781494,100,2000
22,model_with_pwl_costs_22,0.5230100154876709,100,2000
23,model_with_pwl_costs_23,0.5284688472747803,100,2000
24,model_with_pwl_costs_24,0.518049955368042,100,2000
0,model_with_separate_variables_0,0.6937627792358398,250,2000
1,model_with_separate_variables_1,0.700606107711792,250,2000
2,model_with_separate_variables_2,0.6774368286132812,250,2000
3,model_with_separate_variables_3,0.6964149475097656,250,2000
4,model_with_separate_variables_4,0.6551971435546875,250,2000
5,model_with_separate_variables_5,0.7048172950744629,250,2000
6,model_with_separate_variables_6,0.7370781898498535,250,2000
7,model_with_separate_variables_7,0.7090170383453369,250,2000
8,model_with_separate_variables_8,0.7086780071258545,250,2000
9,model_with_separate_variables_9,0.7106752395629883,250,2000
10,model_with_separate_variables_10,0.7216682434082031,250,2000
11,model_with_separate_variables_11,0.6929411888122559,250,2000
12,model_with_separate_variables_12,0.726017951965332,250,2000
13,model_with_separate_variables_13,0.7126188278198242,250,2000
14,model_with_separate_variables_14,0.7095949649810791,250,2000
15,model_with_separate_variables_15,0.7028300762176514,250,2000
16,model_with_separate_variables_16,0.7362051010131836,250,2000
17,model_with_separate_variables_17,0.7085230350494385,250,2000
18,model_with_separate_variables_18,0.7193698883056641,250,2000
19,model_with_separate_variables_19,0.7051188945770264,250,2000
20,model_with_separate_variables_20,0.7005939483642578,250,2000
21,model_with_separate_variables_21,0.7380831241607666,250,2000
