model number,model name,time taken to build model (in seconds),number of partitions,partition size
10,model_with_pwl_costs_10,0.02911972999572754,250,250
11,model_with_pwl_costs_11,0.029188156127929688,250,250
12,model_with_pwl_costs_12,0.03000187873840332,250,250
13,model_with_pwl_costs_13,0.03030872344970703,250,250
14,model_with_pwl_costs_14,0.029983043670654297,250,250
15,model_with_pwl_costs_15,0.030130863189697266,250,250
16,model_with_pwl_costs_16,0.03037881851196289,250,250
17,model_with_pwl_costs_17,0.030529022216796875,250,250
18,model_with_pwl_costs_18,0.03141379356384277,250,250
19,model_with_pwl_costs_19,0.03090381622314453,250,250
20,model_with_pwl_costs_20,0.031071901321411133,250,250
21,model_with_pwl_costs_21,0.03141474723815918,250,250
22,model_with_pwl_costs_22,0.031613826751708984,250,250
23,model_with_pwl_costs_23,0.03182864189147949,250,250
24,model_with_pwl_costs_24,0.03192591667175293,250,250
0,model_with_separate_variables_0,0.726384162902832,500,250
1,model_with_separate_variables_1,1.0022943019866943,500,250
2,model_with_separate_variables_2,1.1644880771636963,500,250
3,model_with_separate_variables_3,1.3767201900482178,500,250
4,model_with_separate_variables_4,1.6329100131988525,500,250
5,model_with_separate_variables_5,1.8738572597503662,500,250
6,model_with_separate_variables_6,2.079200029373169,500,250
7,model_with_separate_variables_7,2.1787919998168945,500,250
8,model_with_separate_variables_8,2.519339084625244,500,250
9,model_with_separate_variables_9,2.619901180267334,500,250
10,model_with_separate_variables_10,3.0462331771850586,500,250
11,model_with_separate_variables_11,3.124927282333374,500,250
12,model_with_separate_variables_12,3.507747173309326,500,250
13,model_with_separate_variables_13,3.513198137283325,500,250
14,model_with_separate_variables_14,3.649199962615967,500,250
15,model_with_separate_variables_15,4.156450033187866,500,250
16,model_with_separate_variables_16,4.111417293548584,500,250
17,model_with_separate_variables_17,4.300303220748901,500,250
18,model_with_separate_variables_18,4.962610244750977,500,250
19,model_with_separate_variables_19,4.89522910118103,500,250
20,model_with_separate_variables_20,5.069287300109863,500,250
21,model_with_separate_variables_21,5.221736907958984,500,250
22,model_with_separate_variables_22,5.657776355743408,500,250
23,model_with_separate_variables_23,6.115825176239014,500,250
24,model_with_separate_variables_24,5.890807390213013,500,250
0,model_with_pwl_costs_0,0.054186105728149414,500,250
1,model_with_pwl_costs_1,0.05432009696960449,500,250
2,model_with_pwl_costs_2,0.054737091064453125,500,250
3,model_with_pwl_costs_3,0.055258989334106445,500,250
4,model_with_pwl_costs_4,0.05576038360595703,500,250
5,model_with_pwl_costs_5,0.05607795715332031,500,250
6,model_with_pwl_costs_6,0.05637717247009277,500,250
7,model_with_pwl_costs_7,0.05691218376159668,500,250
8,model_with_pwl_costs_8,0.05761218070983887,500,250
9,model_with_pwl_costs_9,0.057700395584106445,500,250
10,model_with_pwl_costs_10,0.05862617492675781,500,250
11,model_with_pwl_costs_11,0.058598995208740234,500,250
12,model_with_pwl_costs_12,0.058956146240234375,500,250
13,model_with_pwl_costs_13,0.05927920341491699,500,250
14,model_with_pwl_costs_14,0.059676170349121094,500,250
15,model_with_pwl_costs_15,0.06010842323303223,500,250
16,model_with_pwl_costs_16,0.06068015098571777,500,250
17,model_with_pwl_costs_17,0.060970306396484375,500,250
18,model_with_pwl_costs_18,0.06143498420715332,500,250
19,model_with_pwl_costs_19,0.061743974685668945,500,250
20,model_with_pwl_costs_20,0.06345224380493164,500,250
21,model_with_pwl_costs_21,0.06322121620178223,500,250
22,model_with_pwl_costs_22,0.06373310089111328,500,250
23,model_with_pwl_costs_23,0.06370830535888672,500,250
24,model_with_pwl_costs_24,0.06438803672790527,500,250
0,model_with_separate_variables_0,0.01337885856628418,5,500
1,model_with_separate_variables_1,0.017474651336669922,5,500
2,model_with_separate_variables_2,0.02122211456298828,5,500
3,model_with_separate_variables_3,0.025104761123657227,5,500
4,model_with_separate_variables_4,0.029172897338867188,5,500
5,model_with_separate_variables_5,0.03334403038024902,5,500
6,model_with_separate_variables_6,0.03702211380004883,5,500
7,model_with_separate_variables_7,0.04113483428955078,5,500
8,model_with_separate_variables_8,0.04558253288269043,5,500
9,model_with_separate_variables_9,0.04916691780090332,5,500
10,model_with_separate_variables_10,0.053054094314575195,5,500
11,model_with_separate_variables_11,0.05695390701293945,5,500
12,model_with_separate_variables_12,0.06097555160522461,5,500
13,model_with_separate_variables_13,0.06473565101623535,5,500
14,model_with_separate_variables_14,0.06922101974487305,5,500
15,model_with_separate_variables_15,0.0731348991394043,5,500
16,model_with_separate_variables_16,0.07725977897644043,5,500
17,model_with_separate_variables_17,0.08208346366882324,5,500
18,model_with_separate_variables_18,0.08470678329467773,5,500
19,model_with_separate_variables_19,0.0889437198638916,5,500
20,model_with_separate_variables_20,0.09303998947143555,5,500
21,model_with_separate_variables_21,0.09762883186340332,5,500
22,model_with_separate_variables_22,0.10189390182495117,5,500
23,model_with_separate_variables_23,0.10580778121948242,5,500
24,model_with_separate_variables_24,0.11037874221801758,5,500
0,model_with_pwl_costs_0,0.002052783966064453,5,500
1,model_with_pwl_costs_1,0.002016782760620117,5,500
2,model_with_pwl_costs_2,0.002017974853515625,5,500
3,model_with_pwl_costs_3,0.0020258426666259766,5,500
4,model_with_pwl_costs_4,0.0020279884338378906,5,500
5,model_with_pwl_costs_5,0.002029895782470703,5,500
6,model_with_pwl_costs_6,0.002033710479736328,5,500
7,model_with_pwl_costs_7,0.0020377635955810547,5,500
8,model_with_pwl_costs_8,0.002044677734375,5,500
9,model_with_pwl_costs_9,0.002048015594482422,5,500
10,model_with_pwl_costs_10,0.00208282470703125,5,500
11,model_with_pwl_costs_11,0.002055644989013672,5,500
12,model_with_pwl_costs_12,0.0020940303802490234,5,500
13,model_with_pwl_costs_13,0.0020971298217773438,5,500
14,model_with_pwl_costs_14,0.002075672149658203,5,500
15,model_with_pwl_costs_15,0.0021088123321533203,5,500
16,model_with_pwl_costs_16,0.0021126270294189453,5,500
17,model_with_pwl_costs_17,0.0021238327026367188,5,500
18,model_with_pwl_costs_18,0.002126932144165039,5,500
19,model_with_pwl_costs_19,0.0021927356719970703,5,500
20,model_with_pwl_costs_20,0.002164602279663086,5,500
21,model_with_pwl_costs_21,0.0021448135375976562,5,500
22,model_with_pwl_costs_22,0.0021467208862304688,5,500
23,model_with_pwl_costs_23,0.002155780792236328,5,500
24,model_with_pwl_costs_24,0.0021238327026367188,5,500
0,model_with_separate_variables_0,0.0533299446105957,20,500
1,model_with_separate_variables_1,0.06716489791870117,20,500
2,model_with_separate_variables_2,0.0831451416015625,20,500
3,model_with_separate_variables_3,0.09861254692077637,20,500
4,model_with_separate_variables_4,0.11697101593017578,20,500
5,model_with_separate_variables_5,0.1320357322692871,20,500
6,model_with_separate_variables_6,0.14886784553527832,20,500
7,model_with_separate_variables_7,0.16602778434753418,20,500
8,model_with_separate_variables_8,0.1846475601196289,20,500
9,model_with_separate_variables_9,0.1991727352142334,20,500
10,model_with_separate_variables_10,0.21264171600341797,20,500
11,model_with_separate_variables_11,0.25470709800720215,20,500
12,model_with_separate_variables_12,0.24612784385681152,20,500
13,model_with_separate_variables_13,0.2622969150543213,20,500
14,model_with_separate_variables_14,0.27819204330444336,20,500
15,model_with_separate_variables_15,0.32998061180114746,20,500
16,model_with_separate_variables_16,0.31926608085632324,20,500
17,model_with_separate_variables_17,0.33565783500671387,20,500
18,model_with_separate_variables_18,0.3464820384979248,20,500
19,model_with_separate_variables_19,0.36776185035705566,20,500
20,model_with_separate_variables_20,0.42683887481689453,20,500
21,model_with_separate_variables_21,0.40470290184020996,20,500
22,model_with_separate_variables_22,0.42096590995788574,20,500
23,model_with_separate_variables_23,0.434173583984375,20,500
24,model_with_separate_variables_24,0.4588768482208252,20,500
0,model_with_pwl_costs_0,0.004988908767700195,20,500
1,model_with_pwl_costs_1,0.004927873611450195,20,500
2,model_with_pwl_costs_2,0.0049397945404052734,20,500
3,model_with_pwl_costs_3,0.004953861236572266,20,500
4,model_with_pwl_costs_4,0.004971742630004883,20,500
5,model_with_pwl_costs_5,0.004987001419067383,20,500
6,model_with_pwl_costs_6,0.0050258636474609375,20,500
7,model_with_pwl_costs_7,0.005023956298828125,20,500
8,model_with_pwl_costs_8,0.0051190853118896484,20,500
9,model_with_pwl_costs_9,0.005056619644165039,20,500
10,model_with_pwl_costs_10,0.005075931549072266,20,500
11,model_with_pwl_costs_11,0.005110025405883789,20,500
12,model_with_pwl_costs_12,0.005121707916259766,20,500
13,model_with_pwl_costs_13,0.005171537399291992,20,500
14,model_with_pwl_costs_14,0.00517582893371582,20,500
15,model_with_pwl_costs_15,0.005192995071411133,20,500
16,model_with_pwl_costs_16,0.0051937103271484375,20,500
17,model_with_pwl_costs_17,0.0052280426025390625,20,500
18,model_with_pwl_costs_18,0.005294084548950195,20,500
19,model_with_pwl_costs_19,0.005255937576293945,20,500
20,model_with_pwl_costs_20,0.005337953567504883,20,500
21,model_with_pwl_costs_21,0.005345582962036133,20,500
22,model_with_pwl_costs_22,0.005331993103027344,20,500
23,model_with_pwl_costs_23,0.005331993103027344,20,500
24,model_with_pwl_costs_24,0.005348920822143555,20,500
0,model_with_separate_variables_0,0.1380753517150879,50,500
1,model_with_separate_variables_1,0.18230223655700684,50,500
2,model_with_separate_variables_2,0.22658729553222656,50,500
3,model_with_separate_variables_3,0.25440192222595215,50,500
4,model_with_separate_variables_4,0.3170490264892578,50,500
5,model_with_separate_variables_5,0.3675062656402588,50,500
6,model_with_separate_variables_6,0.3832418918609619,50,500
7,model_with_separate_variables_7,0.4682590961456299,50,500
8,model_with_separate_variables_8,0.4650282859802246,50,500
9,model_with_separate_variables_9,0.5085022449493408,50,500
10,model_with_separate_variables_10,0.6050782203674316,50,500
11,model_with_separate_variables_11,0.5996181964874268,50,500
12,model_with_separate_variables_12,0.6387600898742676,50,500
13,model_with_separate_variables_13,0.7389569282531738,50,500
14,model_with_separate_variables_14,0.7311525344848633,50,500
15,model_with_separate_variables_15,0.7695143222808838,50,500
16,model_with_separate_variables_16,0.8847122192382812,50,500
17,model_with_separate_variables_17,0.8535881042480469,50,500
18,model_with_separate_variables_18,0.8937971591949463,50,500
19,model_with_separate_variables_19,0.9262080192565918,50,500
20,model_with_separate_variables_20,1.0044121742248535,50,500
21,model_with_separate_variables_21,1.131108045578003,50,500
22,model_with_separate_variables_22,1.0697872638702393,50,500
23,model_with_separate_variables_23,1.1126182079315186,50,500
24,model_with_separate_variables_24,1.155346155166626,50,500
0,model_with_pwl_costs_0,0.011220216751098633,50,500
1,model_with_pwl_costs_1,0.010744333267211914,50,500
2,model_with_pwl_costs_2,0.010773181915283203,50,500
3,model_with_pwl_costs_3,0.010851144790649414,50,500
4,model_with_pwl_costs_4,0.010937929153442383,50,500
5,model_with_pwl_costs_5,0.01088714599609375,50,500
6,model_with_pwl_costs_6,0.01097416877746582,50,500
7,model_with_pwl_costs_7,0.011034965515136719,50,500
8,model_with_pwl_costs_8,0.011069059371948242,50,500
9,model_with_pwl_costs_9,0.011095285415649414,50,500
10,model_with_pwl_costs_10,0.011303186416625977,50,500
11,model_with_pwl_costs_11,0.011271238327026367,50,500
12,model_with_pwl_costs_12,0.011242866516113281,50,500
13,model_with_pwl_costs_13,0.011306285858154297,50,500
14,model_with_pwl_costs_14,0.011433124542236328,50,500
15,model_with_pwl_costs_15,0.01142740249633789,50,500
16,model_with_pwl_costs_16,0.011577367782592773,50,500
17,model_with_pwl_costs_17,0.01155400276184082,50,500
18,model_with_pwl_costs_18,0.011649370193481445,50,500
19,model_with_pwl_costs_19,0.011546850204467773,50,500
20,model_with_pwl_costs_20,0.011600971221923828,50,500
21,model_with_pwl_costs_21,0.011642217636108398,50,500
22,model_with_pwl_costs_22,0.011686325073242188,50,500
23,model_with_pwl_costs_23,0.01180720329284668,50,500
24,model_with_pwl_costs_24,0.011856317520141602,50,500
0,model_with_separate_variables_0,0.25640082359313965,100,500
1,model_with_separate_variables_1,0.35449790954589844,100,500
2,model_with_separate_variables_2,0.4268949031829834,100,500
3,model_with_separate_variables_3,0.5483367443084717,100,500
4,model_with_separate_variables_4,0.6299011707305908,100,500
5,model_with_separate_variables_5,0.6762778759002686,100,500
6,model_with_separate_variables_6,0.8187799453735352,100,500
7,model_with_separate_variables_7,0.920097827911377,100,500
8,model_with_separate_variables_8,0.9306838512420654,100,500
9,model_with_separate_variables_9,1.0109479427337646,100,500
10,model_with_separate_variables_10,1.1849901676177979,100,500
11,model_with_separate_variables_11,1.1675407886505127,100,500
12,model_with_separate_variables_12,1.3720877170562744,100,500
13,model_with_separate_variables_13,1.3933358192443848,100,500
14,model_with_separate_variables_14,1.480294942855835,100,500
15,model_with_separate_variables_15,1.5434539318084717,100,500
16,model_with_separate_variables_16,1.7466027736663818,100,500
17,model_with_separate_variables_17,1.7092390060424805,100,500
18,model_with_separate_variables_18,1.7863168716430664,100,500
19,model_with_separate_variables_19,1.8638839721679688,100,500
20,model_with_separate_variables_20,2.1059207916259766,100,500
21,model_with_separate_variables_21,2.02655291557312,100,500
22,model_with_separate_variables_22,2.108734130859375,100,500
23,model_with_separate_variables_23,2.2106916904449463,100,500
24,model_with_separate_variables_24,2.3079960346221924,100,500
0,model_with_pwl_costs_0,0.02054905891418457,100,500
1,model_with_pwl_costs_1,0.020398855209350586,100,500
2,model_with_pwl_costs_2,0.02059459686279297,100,500
3,model_with_pwl_costs_3,0.02064800262451172,100,500
4,model_with_pwl_costs_4,0.0208590030670166,100,500
5,model_with_pwl_costs_5,0.02080082893371582,100,500
6,model_with_pwl_costs_6,0.02095174789428711,100,500
7,model_with_pwl_costs_7,0.02107095718383789,100,500
8,model_with_pwl_costs_8,0.021123170852661133,100,500
9,model_with_pwl_costs_9,0.02117633819580078,100,500
10,model_with_pwl_costs_10,0.02124190330505371,100,500
11,model_with_pwl_costs_11,0.0213778018951416,100,500
12,model_with_pwl_costs_12,0.021504640579223633,100,500
13,model_with_pwl_costs_13,0.021617650985717773,100,500
14,model_with_pwl_costs_14,0.021602869033813477,100,500
15,model_with_pwl_costs_15,0.021745920181274414,100,500
16,model_with_pwl_costs_16,0.02176666259765625,100,500
17,model_with_pwl_costs_17,0.02184891700744629,100,500
18,model_with_pwl_costs_18,0.022578716278076172,100,500
19,model_with_pwl_costs_19,0.022049903869628906,100,500
20,model_with_pwl_costs_20,0.022166967391967773,100,500
21,model_with_pwl_costs_21,0.02247786521911621,100,500
22,model_with_pwl_costs_22,0.02223682403564453,100,500
23,model_with_pwl_costs_23,0.022552967071533203,100,500
24,model_with_pwl_costs_24,0.022578716278076172,100,500
0,model_with_separate_variables_0,0.6970779895782471,250,500
1,model_with_separate_variables_1,1.029567003250122,250,500
2,model_with_separate_variables_2,1.1601929664611816,250,500
3,model_with_separate_variables_3,1.4472429752349854,250,500
4,model_with_separate_variables_4,1.6830480098724365,250,500
