model number,model name,time taken to optimise (in seconds),number of partitions,partition size,time taken to build model (in seconds)
19,model_with_pwl_costs_19,0.0012691020965576172,500,10,0.01980304718017578
20,model_with_pwl_costs_20,0.0011951923370361328,500,10,0.0206301212310791
21,model_with_pwl_costs_21,0.0013477802276611328,500,10,0.021226167678833008
22,model_with_pwl_costs_22,0.001271963119506836,500,10,0.022123098373413086
23,model_with_pwl_costs_23,0.0012531280517578125,500,10,0.02260112762451172
24,model_with_pwl_costs_24,0.0013051033020019533,500,10,0.02278590202331543
0,model_with_separate_variables_0,0.000293731689453125,5,50,0.002327680587768555
1,model_with_separate_variables_1,0.00022912025451660162,5,50,0.0027048587799072266
2,model_with_separate_variables_2,0.00022125244140625,5,50,0.003162860870361328
3,model_with_separate_variables_3,0.00022125244140625,5,50,0.0035037994384765625
4,model_with_separate_variables_4,0.0002160072326660156,5,50,0.003908872604370117
5,model_with_separate_variables_5,0.00022101402282714844,5,50,0.004416704177856445
6,model_with_separate_variables_6,0.00022101402282714844,5,50,0.004772663116455078
7,model_with_separate_variables_7,0.00021910667419433596,5,50,0.005279064178466797
8,model_with_separate_variables_8,0.0002157688140869141,5,50,0.005796909332275391
9,model_with_separate_variables_9,0.0002181529998779297,5,50,0.01258397102355957
10,model_with_separate_variables_10,0.0002181529998779297,5,50,0.006430864334106445
11,model_with_separate_variables_11,0.00021696090698242188,5,50,0.006952762603759766
12,model_with_separate_variables_12,0.00021505355834960935,5,50,0.007417440414428711
13,model_with_separate_variables_13,0.00021386146545410162,5,50,0.007665872573852539
14,model_with_separate_variables_14,0.0002160072326660156,5,50,0.008079767227172852
15,model_with_separate_variables_15,0.0002160072326660156,5,50,0.0085906982421875
16,model_with_separate_variables_16,0.0002162456512451172,5,50,0.008942842483520508
17,model_with_separate_variables_17,0.0002160072326660156,5,50,0.009727954864501951
18,model_with_separate_variables_18,0.0002157688140869141,5,50,0.009791851043701172
19,model_with_separate_variables_19,0.00021409988403320312,5,50,0.010285139083862305
20,model_with_separate_variables_20,0.0002148151397705078,5,50,0.010646581649780272
21,model_with_separate_variables_21,0.0002160072326660156,5,50,0.011076927185058594
22,model_with_separate_variables_22,0.00021409988403320312,5,50,0.011857032775878906
23,model_with_separate_variables_23,0.00021505355834960935,5,50,0.01172184944152832
24,model_with_separate_variables_24,0.00021409988403320312,5,50,0.011935949325561523
0,model_with_pwl_costs_0,0.0001220703125,5,50,0.0011739730834960938
1,model_with_pwl_costs_1,9.918212890625e-05,5,50,0.0011649131774902346
2,model_with_pwl_costs_2,9.703636169433594e-05,5,50,0.0011365413665771484
3,model_with_pwl_costs_3,9.41753387451172e-05,5,50,0.0011730194091796875
4,model_with_pwl_costs_4,9.322166442871094e-05,5,50,0.0011768341064453125
5,model_with_pwl_costs_5,9.322166442871094e-05,5,50,0.0011496543884277346
6,model_with_pwl_costs_6,9.41753387451172e-05,5,50,0.001155853271484375
7,model_with_pwl_costs_7,9.226799011230467e-05,5,50,0.0011599063873291016
8,model_with_pwl_costs_8,9.202957153320312e-05,5,50,0.0012137889862060547
9,model_with_pwl_costs_9,9.179115295410156e-05,5,50,0.001241922378540039
10,model_with_pwl_costs_10,9.202957153320312e-05,5,50,0.0011899471282958984
11,model_with_pwl_costs_11,9.298324584960938e-05,5,50,0.0011897087097167967
12,model_with_pwl_costs_12,9.27448272705078e-05,5,50,0.0012865066528320312
13,model_with_pwl_costs_13,9.107589721679688e-05,5,50,0.0011930465698242188
14,model_with_pwl_costs_14,9.202957153320312e-05,5,50,0.0011987686157226562
15,model_with_pwl_costs_15,9.012222290039062e-05,5,50,0.0012056827545166016
16,model_with_pwl_costs_16,9.012222290039062e-05,5,50,0.0012128353118896484
17,model_with_pwl_costs_17,9.202957153320312e-05,5,50,0.0012187957763671875
18,model_with_pwl_costs_18,9.179115295410156e-05,5,50,0.0012366771697998047
19,model_with_pwl_costs_19,8.916854858398438e-05,5,50,0.0012450218200683596
20,model_with_pwl_costs_20,9.107589721679688e-05,5,50,0.0012340545654296875
21,model_with_pwl_costs_21,9.202957153320312e-05,5,50,0.0012409687042236328
22,model_with_pwl_costs_22,9.298324584960938e-05,5,50,0.0012447834014892578
23,model_with_pwl_costs_23,9.179115295410156e-05,5,50,0.0012485980987548828
24,model_with_pwl_costs_24,9.202957153320312e-05,5,50,0.0012595653533935547
0,model_with_separate_variables_0,0.0007390975952148438,20,50,0.006547927856445313
1,model_with_separate_variables_1,0.0006730556488037108,20,50,0.007657051086425781
2,model_with_separate_variables_2,0.0006802082061767577,20,50,0.00960707664489746
3,model_with_separate_variables_3,0.0006740093231201173,20,50,0.011211872100830078
4,model_with_separate_variables_4,0.0007190704345703125,20,50,0.013187885284423828
5,model_with_separate_variables_5,0.0006840229034423827,20,50,0.014559030532836912
6,model_with_separate_variables_6,0.0006678104400634767,20,50,0.016721010208129883
7,model_with_separate_variables_7,0.0007159709930419923,20,50,0.017958879470825195
8,model_with_separate_variables_8,0.0007688999176025392,20,50,0.01936626434326172
9,model_with_separate_variables_9,0.0007376670837402344,20,50,0.021719932556152344
10,model_with_separate_variables_10,0.0007259845733642577,20,50,0.0229182243347168
11,model_with_separate_variables_11,0.0007178783416748048,20,50,0.0249021053314209
12,model_with_separate_variables_12,0.0007159709930419923,20,50,0.0262911319732666
13,model_with_separate_variables_13,0.0007240772247314452,20,50,0.027886152267456055
14,model_with_separate_variables_14,0.0007128715515136719,20,50,0.02946305274963379
15,model_with_separate_variables_15,0.0007097721099853517,20,50,0.030585289001464844
16,model_with_separate_variables_16,0.0007171630859375,20,50,0.03321528434753418
17,model_with_separate_variables_17,0.0007171630859375,20,50,0.03348112106323242
18,model_with_separate_variables_18,0.0007202625274658202,20,50,0.04500889778137207
19,model_with_separate_variables_19,0.0007488727569580077,20,50,0.036897897720336914
20,model_with_separate_variables_20,0.0008389949798583983,20,50,0.03936505317687988
21,model_with_separate_variables_21,0.0007119178771972656,20,50,0.04165196418762207
22,model_with_separate_variables_22,0.0007541179656982423,20,50,0.04346609115600586
23,model_with_separate_variables_23,0.0007431507110595702,20,50,0.04479026794433594
24,model_with_separate_variables_24,0.0008521080017089844,20,50,0.046599149703979485
0,model_with_pwl_costs_0,0.0001852512359619141,20,50,0.0017430782318115234
1,model_with_pwl_costs_1,0.00025796890258789057,20,50,0.001718282699584961
2,model_with_pwl_costs_2,0.00016379356384277344,20,50,0.0017349720001220705
3,model_with_pwl_costs_3,0.00015997886657714844,20,50,0.0017800331115722656
4,model_with_pwl_costs_4,0.00015091896057128906,20,50,0.0017771720886230469
5,model_with_pwl_costs_5,0.00015878677368164062,20,50,0.0017924308776855469
6,model_with_pwl_costs_6,0.00015020370483398438,20,50,0.0018091201782226558
7,model_with_pwl_costs_7,0.00015282630920410156,20,50,0.0018651485443115234
8,model_with_pwl_costs_8,0.0001468658447265625,20,50,0.0019910335540771484
9,model_with_pwl_costs_9,0.00015592575073242188,20,50,0.0018620491027832031
10,model_with_pwl_costs_10,0.00014495849609375,20,50,0.0018758773803710933
11,model_with_pwl_costs_11,0.00015091896057128906,20,50,0.002048015594482422
12,model_with_pwl_costs_12,0.00015425682067871094,20,50,0.0019140243530273442
13,model_with_pwl_costs_13,0.00015687942504882812,20,50,0.001940011978149414
14,model_with_pwl_costs_14,0.00014901161193847656,20,50,0.001960992813110352
15,model_with_pwl_costs_15,0.00015616416931152344,20,50,0.001978158950805664
16,model_with_pwl_costs_16,0.00015211105346679688,20,50,0.001996040344238281
17,model_with_pwl_costs_17,0.00015497207641601562,20,50,0.0020122528076171875
18,model_with_pwl_costs_18,0.00015211105346679688,20,50,0.002023935317993164
19,model_with_pwl_costs_19,0.0001518726348876953,20,50,0.0020651817321777344
20,model_with_pwl_costs_20,0.00015115737915039062,20,50,0.0020651817321777344
21,model_with_pwl_costs_21,0.00015211105346679688,20,50,0.0021119117736816406
22,model_with_pwl_costs_22,0.0001499652862548828,20,50,0.002183198928833008
23,model_with_pwl_costs_23,0.0001552104949951172,20,50,0.0021190643310546875
24,model_with_pwl_costs_24,0.00015401840209960938,20,50,0.0021271705627441406
0,model_with_separate_variables_0,0.0018739700317382808,50,50,0.01403212547302246
1,model_with_separate_variables_1,0.0019121170043945312,50,50,0.01902031898498535
2,model_with_separate_variables_2,0.0017771720886230469,50,50,0.02300405502319336
3,model_with_separate_variables_3,0.0017440319061279295,50,50,0.02701425552368164
4,model_with_separate_variables_4,0.0017189979553222654,50,50,0.031373023986816406
5,model_with_separate_variables_5,0.0017762184143066406,50,50,0.035567045211791985
6,model_with_separate_variables_6,0.001949310302734375,50,50,0.04728507995605469
7,model_with_separate_variables_7,0.0017688274383544922,50,50,0.04372501373291016
8,model_with_separate_variables_8,0.0018298625946044922,50,50,0.04888916015625
9,model_with_separate_variables_9,0.0018248558044433594,50,50,0.05123615264892578
10,model_with_separate_variables_10,0.0018429756164550781,50,50,0.0561220645904541
11,model_with_separate_variables_11,0.0019791126251220703,50,50,0.06120634078979492
12,model_with_separate_variables_12,0.0018112659454345703,50,50,0.0638270378112793
13,model_with_separate_variables_13,0.001863956451416016,50,50,0.06793618202209473
14,model_with_separate_variables_14,0.0016798973083496096,50,50,0.08501601219177246
15,model_with_separate_variables_15,0.0017118453979492188,50,50,0.07654500007629395
16,model_with_separate_variables_16,0.0016758441925048828,50,50,0.07910895347595215
17,model_with_separate_variables_17,0.0016901493072509766,50,50,0.08340907096862793
18,model_with_separate_variables_18,0.0017070770263671875,50,50,0.08833932876586914
19,model_with_separate_variables_19,0.0018439292907714844,50,50,0.09317994117736816
20,model_with_separate_variables_20,0.001750946044921875,50,50,0.0964980125427246
21,model_with_separate_variables_21,0.0017170906066894533,50,50,0.1150352954864502
22,model_with_separate_variables_22,0.001683950424194336,50,50,0.10451912879943848
23,model_with_separate_variables_23,0.0017490386962890625,50,50,0.10915708541870116
24,model_with_separate_variables_24,0.0017440319061279295,50,50,0.11424612998962402
0,model_with_pwl_costs_0,0.00038504600524902333,50,50,0.002814054489135742
1,model_with_pwl_costs_1,0.0003638267517089844,50,50,0.002820014953613281
2,model_with_pwl_costs_2,0.0003609657287597656,50,50,0.0028760433197021484
3,model_with_pwl_costs_3,0.0003619194030761719,50,50,0.0029129981994628906
4,model_with_pwl_costs_4,0.0003948211669921875,50,50,0.0029449462890625
5,model_with_pwl_costs_5,0.0003948211669921875,50,50,0.0030078887939453125
6,model_with_pwl_costs_6,0.0003650188446044922,50,50,0.003056049346923828
7,model_with_pwl_costs_7,0.0003628730773925781,50,50,0.0030951499938964844
8,model_with_pwl_costs_8,0.0003802776336669922,50,50,0.0031270980834960933
9,model_with_pwl_costs_9,0.0004112720489501953,50,50,0.003167867660522461
10,model_with_pwl_costs_10,0.00034308433532714844,50,50,0.003211021423339844
11,model_with_pwl_costs_11,0.0003588199615478516,50,50,0.0032401084899902344
12,model_with_pwl_costs_12,0.0003859996795654297,50,50,0.003302097320556641
13,model_with_pwl_costs_13,0.0004012584686279297,50,50,0.003342151641845703
14,model_with_pwl_costs_14,0.0003829002380371094,50,50,0.003380060195922852
15,model_with_pwl_costs_15,0.000392913818359375,50,50,0.0035500526428222656
16,model_with_pwl_costs_16,0.0003690719604492188,50,50,0.003572225570678711
17,model_with_pwl_costs_17,0.0003540515899658203,50,50,0.00349116325378418
18,model_with_pwl_costs_18,0.00037384033203125,50,50,0.00363922119140625
19,model_with_pwl_costs_19,0.0004470348358154297,50,50,0.003587961196899414
20,model_with_pwl_costs_20,0.0003600120544433594,50,50,0.0039632320404052734
21,model_with_pwl_costs_21,0.0003600120544433594,50,50,0.0044403076171875
22,model_with_pwl_costs_22,0.0004198551177978516,50,50,0.0036852359771728524
23,model_with_pwl_costs_23,0.0003838539123535156,50,50,0.0037200450897216797
24,model_with_pwl_costs_24,0.0003960132598876953,50,50,0.003821134567260742
0,model_with_separate_variables_0,0.003461122512817383,100,50,0.028738021850585938
1,model_with_separate_variables_1,0.003354787826538086,100,50,0.03634381294250488
2,model_with_separate_variables_2,0.003446817398071289,100,50,0.053502798080444336
3,model_with_separate_variables_3,0.003386974334716797,100,50,0.05307483673095703
4,model_with_separate_variables_4,0.003363132476806641,100,50,0.062191963195800774
5,model_with_separate_variables_5,0.0033948421478271484,100,50,0.06961607933044434
6,model_with_separate_variables_6,0.0034198760986328125,100,50,0.07819795608520508
7,model_with_separate_variables_7,0.003911256790161133,100,50,0.09737110137939453
8,model_with_separate_variables_8,0.003367185592651367,100,50,0.09434199333190918
9,model_with_separate_variables_9,0.003248929977416992,100,50,0.10175704956054688
10,model_with_separate_variables_10,0.003264904022216797,100,50,0.10924196243286133
11,model_with_separate_variables_11,0.003336191177368164,100,50,0.1352999210357666
12,model_with_separate_variables_12,0.003529071807861328,100,50,0.12493610382080078
13,model_with_separate_variables_13,0.0034210681915283203,100,50,0.132066011428833
14,model_with_separate_variables_14,0.0032329559326171875,100,50,0.14146971702575686
15,model_with_separate_variables_15,0.003289937973022461,100,50,0.1759641170501709
16,model_with_separate_variables_16,0.003329038619995117,100,50,0.1664578914642334
17,model_with_separate_variables_17,0.003407001495361328,100,50,0.1707298755645752
18,model_with_separate_variables_18,0.003328084945678711,100,50,0.17628884315490725
19,model_with_separate_variables_19,0.003325939178466797,100,50,0.20842504501342773
20,model_with_separate_variables_20,0.003504037857055664,100,50,0.1937429904937744
21,model_with_separate_variables_21,0.0037050247192382812,100,50,0.1991720199584961
22,model_with_separate_variables_22,0.003693103790283203,100,50,0.21300506591796875
23,model_with_separate_variables_23,0.0036051273345947274,100,50,0.2190279960632324
24,model_with_separate_variables_24,0.003759145736694336,100,50,0.2791047096252441
0,model_with_pwl_costs_0,0.0006711483001708983,100,50,0.005326986312866211
1,model_with_pwl_costs_1,0.0006899833679199219,100,50,0.005535125732421875
2,model_with_pwl_costs_2,0.0007266998291015625,100,50,0.005603790283203125
3,model_with_pwl_costs_3,0.0007009506225585938,100,50,0.005476951599121094
4,model_with_pwl_costs_4,0.0007259845733642577,100,50,0.005549907684326172
5,model_with_pwl_costs_5,0.0007207393646240233,100,50,0.005524635314941406
6,model_with_pwl_costs_6,0.0006310939788818358,100,50,0.005650758743286133
7,model_with_pwl_costs_7,0.0007128715515136719,100,50,0.005764961242675781
8,model_with_pwl_costs_8,0.0007088184356689452,100,50,0.006255865097045898
9,model_with_pwl_costs_9,0.0006961822509765625,100,50,0.005932807922363281
10,model_with_pwl_costs_10,0.0007429122924804688,100,50,0.006034135818481445
11,model_with_pwl_costs_11,0.0007350444793701173,100,50,0.006764888763427734
12,model_with_pwl_costs_12,0.0007610321044921875,100,50,0.006207704544067383
13,model_with_pwl_costs_13,0.0007107257843017577,100,50,0.006294965744018555
14,model_with_pwl_costs_14,0.0007259845733642577,100,50,0.006366968154907226
15,model_with_pwl_costs_15,0.0005948543548583983,100,50,0.006476879119873047
16,model_with_pwl_costs_16,0.0006558895111083983,100,50,0.006667852401733398
17,model_with_pwl_costs_17,0.0007169246673583983,100,50,0.006662130355834961
18,model_with_pwl_costs_18,0.0006170272827148438,100,50,0.006999731063842773
19,model_with_pwl_costs_19,0.000701904296875,100,50,0.006912708282470703
20,model_with_pwl_costs_20,0.0007729530334472656,100,50,0.007105827331542969
21,model_with_pwl_costs_21,0.0007159709930419923,100,50,0.0071582794189453125
22,model_with_pwl_costs_22,0.0007266998291015625,100,50,0.007178783416748047
23,model_with_pwl_costs_23,0.0006079673767089844,100,50,0.0075550079345703125
24,model_with_pwl_costs_24,0.0007810592651367188,100,50,0.007340908050537109
0,model_with_separate_variables_0,0.00884389877319336,250,50,0.07215213775634766
1,model_with_separate_variables_1,0.008643150329589844,250,50,0.09333038330078124
2,model_with_separate_variables_2,0.00979304313659668,250,50,0.12850475311279294
3,model_with_separate_variables_3,0.009422063827514648,250,50,0.13854169845581055
4,model_with_separate_variables_4,0.00986027717590332,250,50,0.17577672004699707
5,model_with_separate_variables_5,0.009285926818847656,250,50,0.18197083473205566
6,model_with_separate_variables_6,0.009171009063720705,250,50,0.2271890640258789
7,model_with_separate_variables_7,0.00932002067565918,250,50,0.2293989658355713
8,model_with_separate_variables_8,0.009187936782836914,250,50,0.2754759788513184
9,model_with_separate_variables_9,0.00926518440246582,250,50,0.2796640396118164
10,model_with_separate_variables_10,0.00903916358947754,250,50,0.2950479984283447
11,model_with_separate_variables_11,0.00918292999267578,250,50,0.3257179260253906
12,model_with_separate_variables_12,0.008964300155639648,250,50,0.3186419010162353
13,model_with_separate_variables_13,0.008965015411376953,250,50,0.3799397945404053
14,model_with_separate_variables_14,0.009066104888916016,250,50,0.3775680065155029
15,model_with_separate_variables_15,0.008965015411376953,250,50,0.3880159854888916
16,model_with_separate_variables_16,0.009032964706420898,250,50,0.44526076316833496
17,model_with_separate_variables_17,0.009143829345703123,250,50,0.42950010299682617
18,model_with_separate_variables_18,0.00907611846923828,250,50,0.4491498470306397
19,model_with_separate_variables_19,0.008946895599365234,250,50,0.5150868892669678
20,model_with_separate_variables_20,0.008948087692260742,250,50,0.4913530349731445
21,model_with_separate_variables_21,0.00882101058959961,250,50,0.5075638294219971
22,model_with_separate_variables_22,0.008994102478027344,250,50,0.5307290554046631
23,model_with_separate_variables_23,0.008955240249633789,250,50,0.6102650165557861
24,model_with_separate_variables_24,0.00881195068359375,250,50,0.5800957679748535
0,model_with_pwl_costs_0,0.002084970474243164,250,50,0.010101795196533205
1,model_with_pwl_costs_1,0.002099037170410156,250,50,0.010353803634643556
2,model_with_pwl_costs_2,0.002305746078491211,250,50,0.010686159133911131
3,model_with_pwl_costs_3,0.0024559497833251953,250,50,0.010994911193847656
4,model_with_pwl_costs_4,0.002351045608520508,250,50,0.011490106582641602
5,model_with_pwl_costs_5,0.002302885055541992,250,50,0.011842012405395508
6,model_with_pwl_costs_6,0.002285957336425781,250,50,0.011777877807617188
7,model_with_pwl_costs_7,0.0022521018981933594,250,50,0.01216888427734375
8,model_with_pwl_costs_8,0.002393960952758789,250,50,0.012586832046508787
9,model_with_pwl_costs_9,0.002447128295898437,250,50,0.012341022491455078
10,model_with_pwl_costs_10,0.002406835556030273,250,50,0.012552976608276369
11,model_with_pwl_costs_11,0.002315044403076172,250,50,0.012943744659423828
12,model_with_pwl_costs_12,0.002080917358398437,250,50,0.013261079788208008
13,model_with_pwl_costs_13,0.002487897872924805,250,50,0.012934207916259766
14,model_with_pwl_costs_14,0.002396106719970703,250,50,0.01312398910522461
15,model_with_pwl_costs_15,0.002482891082763672,250,50,0.013483047485351562
16,model_with_pwl_costs_16,0.002335071563720703,250,50,0.013752937316894531
17,model_with_pwl_costs_17,0.002315998077392578,250,50,0.013648271560668944
18,model_with_pwl_costs_18,0.002386093139648437,250,50,0.014225721359252931
19,model_with_pwl_costs_19,0.0024209022521972656,250,50,0.014790296554565431
20,model_with_pwl_costs_20,0.002336025238037109,250,50,0.01463198661804199
21,model_with_pwl_costs_21,0.002357959747314453,250,50,0.01518893241882324
22,model_with_pwl_costs_22,0.002290248870849609,250,50,0.014911890029907228
23,model_with_pwl_costs_23,0.002398014068603516,250,50,0.0150909423828125
24,model_with_pwl_costs_24,0.002135038375854492,250,50,0.015878915786743164
0,model_with_separate_variables_0,0.022072792053222656,500,50,0.1329357624053955
1,model_with_separate_variables_1,0.02286815643310547,500,50,0.1755809783935547
2,model_with_separate_variables_2,0.02180719375610352,500,50,0.21507596969604487
3,model_with_separate_variables_3,0.0232088565826416,500,50,0.26023411750793457
4,model_with_separate_variables_4,0.02239513397216797,500,50,0.2975471019744873
5,model_with_separate_variables_5,0.022449970245361328,500,50,0.3476228713989258
6,model_with_separate_variables_6,0.023932218551635742,500,50,0.42118382453918457
7,model_with_separate_variables_7,0.02338409423828125,500,50,0.46958804130554205
8,model_with_separate_variables_8,0.02332305908203125,500,50,0.4741830825805664
9,model_with_separate_variables_9,0.023219823837280273,500,50,0.5972287654876709
10,model_with_separate_variables_10,0.022703170776367188,500,50,0.595465898513794
11,model_with_separate_variables_11,0.022783994674682617,500,50,0.692044734954834
12,model_with_separate_variables_12,0.02261495590209961,500,50,0.6906559467315674
13,model_with_separate_variables_13,0.02491593360900879,500,50,0.7589559555053711
14,model_with_separate_variables_14,0.02212405204772949,500,50,0.755321741104126
15,model_with_separate_variables_15,0.02243494987487793,500,50,0.7634680271148682
16,model_with_separate_variables_16,0.02289414405822754,500,50,0.8841187953948975
17,model_with_separate_variables_17,0.022073745727539062,500,50,0.8695578575134277
18,model_with_separate_variables_18,0.024471044540405273,500,50,0.8975677490234375
19,model_with_separate_variables_19,0.024461746215820312,500,50,1.0176558494567869
20,model_with_separate_variables_20,0.0241091251373291,500,50,0.991086721420288
21,model_with_separate_variables_21,0.022761106491088867,500,50,1.0214858055114746
22,model_with_separate_variables_22,0.02335786819458008,500,50,1.162729024887085
23,model_with_separate_variables_23,0.023375749588012692,500,50,1.112957239151001
24,model_with_separate_variables_24,0.024418115615844727,500,50,1.1608927249908447
0,model_with_pwl_costs_0,0.002205133438110352,500,50,0.01872706413269043
1,model_with_pwl_costs_1,0.002249002456665039,500,50,0.02004384994506836
2,model_with_pwl_costs_2,0.002387285232543945,500,50,0.019517183303833008
3,model_with_pwl_costs_3,0.0021109580993652344,500,50,0.02065300941467285
4,model_with_pwl_costs_4,0.002141952514648437,500,50,0.02088189125061035
5,model_with_pwl_costs_5,0.002205133438110352,500,50,0.022034883499145508
6,model_with_pwl_costs_6,0.002107858657836914,500,50,0.022444963455200195
7,model_with_pwl_costs_7,0.0028259754180908203,500,50,0.022942066192626957
8,model_with_pwl_costs_8,0.002151012420654297,500,50,0.02261805534362793
9,model_with_pwl_costs_9,0.0021212100982666016,500,50,0.023026227951049805
10,model_with_pwl_costs_10,0.0021979808807373047,500,50,0.023340940475463867
11,model_with_pwl_costs_11,0.002328157424926758,500,50,0.0240778923034668
12,model_with_pwl_costs_12,0.002200603485107422,500,50,0.02461409568786621
13,model_with_pwl_costs_13,0.002110004425048828,500,50,0.02495598793029785
14,model_with_pwl_costs_14,0.00228118896484375,500,50,0.025575876235961914
15,model_with_pwl_costs_15,0.0021660327911376953,500,50,0.0259549617767334
16,model_with_pwl_costs_16,0.002270221710205078,500,50,0.02657294273376465
17,model_with_pwl_costs_17,0.002490043640136719,500,50,0.026262998580932617
18,model_with_pwl_costs_18,0.00254511833190918,500,50,0.027300119400024414
19,model_with_pwl_costs_19,0.0021729469299316406,500,50,0.02750110626220703
20,model_with_pwl_costs_20,0.0022618770599365234,500,50,0.0282747745513916
21,model_with_pwl_costs_21,0.002264022827148437,500,50,0.028561830520629883
22,model_with_pwl_costs_22,0.0023391246795654297,500,50,0.029523849487304688
23,model_with_pwl_costs_23,0.002451181411743164,500,50,0.0294036865234375
24,model_with_pwl_costs_24,0.002388954162597656,500,50,0.030236721038818363
0,model_with_separate_variables_0,0.0005991458892822267,5,100,0.0037081241607666016
1,model_with_separate_variables_1,0.0005397796630859375,5,100,0.004408836364746094
2,model_with_separate_variables_2,0.000537872314453125,5,100,0.005232095718383789
3,model_with_separate_variables_3,0.0005290508270263672,5,100,0.00599217414855957
4,model_with_separate_variables_4,0.0005629062652587892,5,100,0.007036209106445313
5,model_with_separate_variables_5,0.0005979537963867188,5,100,0.007729053497314453
6,model_with_separate_variables_6,0.0005640983581542969,5,100,0.00836801528930664
7,model_with_separate_variables_7,0.0005848407745361327,5,100,0.009341001510620115
8,model_with_separate_variables_8,0.0005807876586914062,5,100,0.010085344314575195
9,model_with_separate_variables_9,0.0007009506225585938,5,100,0.011136293411254885
10,model_with_separate_variables_10,0.000614166259765625,5,100,0.011568069458007812
11,model_with_separate_variables_11,0.0005500316619873047,5,100,0.012855291366577148
12,model_with_separate_variables_12,0.0005810260772705077,5,100,0.01352524757385254
13,model_with_separate_variables_13,0.0005431175231933594,5,100,0.013946056365966795
14,model_with_separate_variables_14,0.0005459785461425781,5,100,0.01522707939147949
15,model_with_separate_variables_15,0.0005431175231933594,5,100,0.01614236831665039
16,model_with_separate_variables_16,0.0005490779876708983,5,100,0.01655101776123047
17,model_with_separate_variables_17,0.0005540847778320311,5,100,0.01819014549255371
18,model_with_separate_variables_18,0.0005891323089599608,5,100,0.018351078033447262
19,model_with_separate_variables_19,0.0005412101745605469,5,100,0.018934249877929688
20,model_with_separate_variables_20,0.0005402565002441406,5,100,0.02061700820922852
21,model_with_separate_variables_21,0.0005431175231933594,5,100,0.020989179611206055
22,model_with_separate_variables_22,0.0005471706390380858,5,100,0.02241802215576172
23,model_with_separate_variables_23,0.0005421638488769531,5,100,0.022765159606933597
24,model_with_separate_variables_24,0.0005450248718261719,5,100,0.023537158966064453
0,model_with_pwl_costs_0,0.00013017654418945312,5,100,0.0013184547424316404
1,model_with_pwl_costs_1,0.00011515617370605469,5,100,0.0012612342834472654
2,model_with_pwl_costs_2,0.00011110305786132812,5,100,0.0012640953063964846
3,model_with_pwl_costs_3,0.0001080036163330078,5,100,0.0012671947479248047
4,model_with_pwl_costs_4,0.00010609626770019533,5,100,0.0012769699096679688
5,model_with_pwl_costs_5,0.00010585784912109376,5,100,0.0012760162353515625
6,model_with_pwl_costs_6,0.0001041889190673828,5,100,0.001285076141357422
7,model_with_pwl_costs_7,0.0001080036163330078,5,100,0.0012881755828857422
8,model_with_pwl_costs_8,0.0001080036163330078,5,100,0.0012941360473632812
9,model_with_pwl_costs_9,0.00010609626770019533,5,100,0.0013492107391357422
10,model_with_pwl_costs_10,0.0001049041748046875,5,100,0.0013072490692138672
11,model_with_pwl_costs_11,0.0001080036163330078,5,100,0.0013120174407958984
12,model_with_pwl_costs_12,0.00010704994201660156,5,100,0.0013153553009033205
13,model_with_pwl_costs_13,0.0001080036163330078,5,100,0.0013208389282226562
14,model_with_pwl_costs_14,0.00010585784912109376,5,100,0.0013260841369628904
15,model_with_pwl_costs_15,0.000102996826171875,5,100,0.0013327598571777346
16,model_with_pwl_costs_16,0.00010704994201660156,5,100,0.0013391971588134766
17,model_with_pwl_costs_17,0.0001080036163330078,5,100,0.0013463497161865234
18,model_with_pwl_costs_18,0.000102996826171875,5,100,0.001347064971923828
19,model_with_pwl_costs_19,0.0001049041748046875,5,100,0.0013530254364013672
20,model_with_pwl_costs_20,0.00010704994201660156,5,100,0.0013582706451416016
21,model_with_pwl_costs_21,0.00010609626770019533,5,100,0.0013670921325683596
22,model_with_pwl_costs_22,0.00010609626770019533,5,100,0.001368999481201172
23,model_with_pwl_costs_23,0.0001049041748046875,5,100,0.0013742446899414062
24,model_with_pwl_costs_24,0.000102996826171875,5,100,0.0013782978057861328
0,model_with_separate_variables_0,0.0016100406646728516,20,100,0.011262655258178713
1,model_with_separate_variables_1,0.0014011859893798828,20,100,0.014827966690063475
2,model_with_separate_variables_2,0.0013551712036132812,20,100,0.018428564071655273
3,model_with_separate_variables_3,0.0014019012451171875,20,100,0.02117395401000977
4,model_with_separate_variables_4,0.0014929771423339846,20,100,0.02489709854125977
5,model_with_separate_variables_5,0.0017330646514892578,20,100,0.028436899185180664
6,model_with_separate_variables_6,0.0013980865478515625,20,100,0.03991508483886719
7,model_with_separate_variables_7,0.001575946807861328,20,100,0.03524589538574219
8,model_with_separate_variables_8,0.0013668537139892578,20,100,0.03905296325683594
9,model_with_separate_variables_9,0.0013580322265625,20,100,0.042244911193847656
10,model_with_separate_variables_10,0.0013508796691894533,20,100,0.04433178901672363
11,model_with_separate_variables_11,0.001361846923828125,20,100,0.048258066177368164
12,model_with_separate_variables_12,0.0013670921325683596,20,100,0.051420927047729485
13,model_with_separate_variables_13,0.0013720989227294922,20,100,0.05447983741760254
14,model_with_separate_variables_14,0.001347064971923828,20,100,0.058305978775024414
15,model_with_separate_variables_15,0.0013759136199951172,20,100,0.061390876770019524
16,model_with_separate_variables_16,0.0014846324920654295,20,100,0.06504607200622559
