model number,model name,time taken to optimise (in seconds),number of partitions,partition size,time taken to build model (in seconds)
12,model_with_pwl_costs_12,0.009148836135864258,20,750,0.011133909225463869
13,model_with_pwl_costs_13,0.008644819259643555,20,750,0.007211923599243164
14,model_with_pwl_costs_14,0.008795738220214844,20,750,0.007230043411254883
15,model_with_pwl_costs_15,0.00927114486694336,20,750,0.00714874267578125
16,model_with_pwl_costs_16,0.00861811637878418,20,750,0.0072078704833984375
17,model_with_pwl_costs_17,0.008870840072631836,20,750,0.007174015045166016
18,model_with_pwl_costs_18,0.009368896484375,20,750,0.007202863693237305
19,model_with_pwl_costs_19,0.00913381576538086,20,750,0.00741887092590332
20,model_with_pwl_costs_20,0.008819818496704102,20,750,0.007395029067993164
21,model_with_pwl_costs_21,0.008772134780883789,20,750,0.007338762283325195
22,model_with_pwl_costs_22,0.008956193923950195,20,750,0.009624958038330078
23,model_with_pwl_costs_23,0.00884103775024414,20,750,0.007343769073486328
24,model_with_pwl_costs_24,0.008918046951293945,20,750,0.0073850154876708984
0,model_with_separate_variables_0,0.0456688404083252,50,750,0.21906518936157227
1,model_with_separate_variables_1,0.043430089950561516,50,750,0.2926597595214844
2,model_with_separate_variables_2,0.044523000717163086,50,750,0.3657069206237793
3,model_with_separate_variables_3,0.04432296752929688,50,750,0.4208807945251465
4,model_with_separate_variables_4,0.04430532455444336,50,750,0.5204319953918457
5,model_with_separate_variables_5,0.04366302490234375,50,750,0.5400948524475098
6,model_with_separate_variables_6,0.04658007621765137,50,750,0.6667129993438721
7,model_with_separate_variables_7,0.044513702392578125,50,750,0.7611598968505859
8,model_with_separate_variables_8,0.04287791252136231,50,750,0.7575619220733643
9,model_with_separate_variables_9,0.04543471336364746,50,750,0.8227899074554443
10,model_with_separate_variables_10,0.04704904556274414,50,750,0.9349608421325684
11,model_with_separate_variables_11,0.0488278865814209,50,750,0.9331181049346924
12,model_with_separate_variables_12,0.04645395278930664,50,750,1.0016200542449951
13,model_with_separate_variables_13,0.04369616508483887,50,750,1.157351016998291
14,model_with_separate_variables_14,0.0444948673248291,50,750,1.128575086593628
15,model_with_separate_variables_15,0.043102025985717766,50,750,1.2225980758666992
16,model_with_separate_variables_16,0.04296016693115234,50,750,1.3803930282592771
17,model_with_separate_variables_17,0.04421496391296387,50,750,1.3834850788116455
18,model_with_separate_variables_18,0.043077945709228516,50,750,1.4444539546966553
19,model_with_separate_variables_19,0.04540705680847168,50,750,1.3989908695220947
20,model_with_separate_variables_20,0.04283595085144043,50,750,1.4959371089935305
21,model_with_separate_variables_21,0.04272627830505371,50,750,1.7026200294494631
22,model_with_separate_variables_22,0.043483972549438484,50,750,1.6075339317321775
23,model_with_separate_variables_23,0.046890974044799805,50,750,1.6923160552978516
24,model_with_separate_variables_24,0.04659199714660645,50,750,1.7454071044921875
0,model_with_pwl_costs_0,0.02792000770568848,50,750,0.015173912048339844
1,model_with_pwl_costs_1,0.0314791202545166,50,750,0.015517950057983397
2,model_with_pwl_costs_2,0.03170084953308105,50,750,0.015722274780273438
3,model_with_pwl_costs_3,0.02951502799987793,50,750,0.015398979187011719
4,model_with_pwl_costs_4,0.029824018478393555,50,750,0.01566791534423828
5,model_with_pwl_costs_5,0.029998064041137695,50,750,0.01574420928955078
6,model_with_pwl_costs_6,0.027897119522094727,50,750,0.016179800033569336
7,model_with_pwl_costs_7,0.02751398086547852,50,750,0.015480995178222656
8,model_with_pwl_costs_8,0.02483701705932617,50,750,0.016021013259887695
9,model_with_pwl_costs_9,0.030053138732910163,50,750,0.016074180603027344
10,model_with_pwl_costs_10,0.029504060745239258,50,750,0.015803098678588867
11,model_with_pwl_costs_11,0.029851913452148438,50,750,0.016443967819213867
12,model_with_pwl_costs_12,0.029767274856567383,50,750,0.01659107208251953
13,model_with_pwl_costs_13,0.029577970504760742,50,750,0.01636505126953125
14,model_with_pwl_costs_14,0.0281219482421875,50,750,0.0228729248046875
15,model_with_pwl_costs_15,0.02663612365722656,50,750,0.0167691707611084
16,model_with_pwl_costs_16,0.02852201461791992,50,750,0.016341686248779297
17,model_with_pwl_costs_17,0.028105974197387692,50,750,0.016435861587524414
18,model_with_pwl_costs_18,0.02945709228515625,50,750,0.016829967498779297
19,model_with_pwl_costs_19,0.026406049728393555,50,750,0.016530990600585938
20,model_with_pwl_costs_20,0.028369903564453125,50,750,0.016618728637695312
21,model_with_pwl_costs_21,0.023489713668823242,50,750,0.01710963249206543
22,model_with_pwl_costs_22,0.025075912475585938,50,750,0.016804933547973633
23,model_with_pwl_costs_23,0.02667427062988281,50,750,0.016691207885742188
24,model_with_pwl_costs_24,0.027784109115600586,50,750,0.01665186882019043
0,model_with_separate_variables_0,0.09018993377685547,100,750,0.4233248233795166
1,model_with_separate_variables_1,0.0899200439453125,100,750,0.5725200176239014
2,model_with_separate_variables_2,0.08928513526916504,100,750,0.6776919364929199
3,model_with_separate_variables_3,0.0804901123046875,100,750,0.8363418579101562
4,model_with_separate_variables_4,0.08805108070373535,100,750,0.9741179943084716
5,model_with_separate_variables_5,0.0904393196105957,100,750,1.123088836669922
6,model_with_separate_variables_6,0.0901792049407959,100,750,1.1665308475494385
7,model_with_separate_variables_7,0.09219670295715332,100,750,1.387345790863037
8,model_with_separate_variables_8,0.08877110481262207,100,750,1.4337270259857178
9,model_with_separate_variables_9,0.08162879943847656,100,750,1.6996278762817385
10,model_with_separate_variables_10,0.08768320083618164,100,750,1.6827237606048584
11,model_with_separate_variables_11,0.0892338752746582,100,750,1.967612028121948
12,model_with_separate_variables_12,0.08349895477294922,100,750,1.941457748413086
13,model_with_separate_variables_13,0.08879423141479492,100,750,2.0666990280151367
14,model_with_separate_variables_14,0.08823180198669434,100,750,2.394049882888794
15,model_with_separate_variables_15,0.08721709251403809,100,750,2.332657814025879
16,model_with_separate_variables_16,0.09054684638977052,100,750,2.4556448459625244
17,model_with_separate_variables_17,0.08936500549316406,100,750,2.589582920074463
18,model_with_separate_variables_18,0.09188604354858397,100,750,3.0047197341918945
19,model_with_separate_variables_19,0.08940315246582031,100,750,2.8929471969604488
20,model_with_separate_variables_20,0.08706903457641603,100,750,3.0131869316101074
21,model_with_separate_variables_21,0.08909368515014647,100,750,3.1113698482513428
22,model_with_separate_variables_22,0.08971190452575684,100,750,3.510962009429932
23,model_with_separate_variables_23,0.08680224418640138,100,750,3.3938348293304443
24,model_with_separate_variables_24,0.0905911922454834,100,750,3.524803876876831
0,model_with_pwl_costs_0,0.056257963180541985,100,750,0.02932286262512207
1,model_with_pwl_costs_1,0.05692386627197265,100,750,0.02980685234069824
2,model_with_pwl_costs_2,0.056600093841552734,100,750,0.029806613922119137
3,model_with_pwl_costs_3,0.05594587326049805,100,750,0.030127763748168945
4,model_with_pwl_costs_4,0.05640006065368652,100,750,0.03007674217224121
5,model_with_pwl_costs_5,0.05392003059387207,100,750,0.03638267517089844
6,model_with_pwl_costs_6,0.055787086486816406,100,750,0.030737876892089844
7,model_with_pwl_costs_7,0.0583486557006836,100,750,0.03097987174987793
8,model_with_pwl_costs_8,0.05678105354309083,100,750,0.030808925628662113
9,model_with_pwl_costs_9,0.0574040412902832,100,750,0.031080722808837887
10,model_with_pwl_costs_10,0.0559837818145752,100,750,0.03106689453125
11,model_with_pwl_costs_11,0.06052994728088379,100,750,0.031424760818481445
12,model_with_pwl_costs_12,0.05529284477233887,100,750,0.031538724899291985
13,model_with_pwl_costs_13,0.05696678161621094,100,750,0.03168487548828125
14,model_with_pwl_costs_14,0.0570681095123291,100,750,0.03118896484375
15,model_with_pwl_costs_15,0.06059622764587402,100,750,0.032268762588500984
16,model_with_pwl_costs_16,0.0582878589630127,100,750,0.03173398971557617
17,model_with_pwl_costs_17,0.05997705459594727,100,750,0.032044172286987305
18,model_with_pwl_costs_18,0.057584047317504876,100,750,0.032095909118652344
19,model_with_pwl_costs_19,0.05632209777832031,100,750,0.03220057487487793
20,model_with_pwl_costs_20,0.06046104431152344,100,750,0.031528711318969734
21,model_with_pwl_costs_21,0.05605912208557129,100,750,0.03192472457885742
22,model_with_pwl_costs_22,0.057667970657348626,100,750,0.03173685073852539
23,model_with_pwl_costs_23,0.05490279197692871,100,750,0.03201103210449219
24,model_with_pwl_costs_24,0.0612027645111084,100,750,0.032251834869384766
0,model_with_separate_variables_0,0.23369336128234866,250,750,0.9803698062896729
1,model_with_separate_variables_1,0.2383890151977539,250,750,1.3413546085357666
2,model_with_separate_variables_2,0.21565008163452148,250,750,1.8023037910461424
3,model_with_separate_variables_3,0.2328121662139893,250,750,2.190625667572021
4,model_with_separate_variables_4,0.24031519889831546,250,750,2.5766639709472656
5,model_with_separate_variables_5,0.2469470500946045,250,750,2.816857099533081
6,model_with_separate_variables_6,0.2425229549407959,250,750,3.170694589614868
7,model_with_separate_variables_7,0.2218382358551025,250,750,3.3633148670196533
8,model_with_separate_variables_8,0.2558317184448242,250,750,3.9083068370819087
9,model_with_separate_variables_9,0.24538302421569824,250,750,3.9667325019836426
10,model_with_separate_variables_10,0.23749399185180664,250,750,4.557366609573363
11,model_with_separate_variables_11,0.23857522010803225,250,750,4.6567158699035645
12,model_with_separate_variables_12,0.2447936534881592,250,750,5.263136625289917
13,model_with_separate_variables_13,0.2517049312591553,250,750,5.36985969543457
14,model_with_separate_variables_14,0.2517368793487549,250,750,5.938866853713988
15,model_with_separate_variables_15,0.25771307945251465,250,750,6.521043539047241
16,model_with_separate_variables_16,0.2540562152862549,250,750,6.318424701690674
17,model_with_separate_variables_17,0.24533724784851074,250,750,6.667369842529298
18,model_with_separate_variables_18,0.2513101100921631,250,750,6.983266115188599
19,model_with_separate_variables_19,0.25362420082092285,250,750,7.8644258975982675
20,model_with_separate_variables_20,0.2499799728393555,250,750,7.674824953079224
21,model_with_separate_variables_21,0.24902868270874026,250,750,8.273266792297362
22,model_with_separate_variables_22,0.2595221996307373,250,750,8.376217603683473
23,model_with_separate_variables_23,0.2521891593933105,250,750,8.686460733413696
24,model_with_separate_variables_24,0.23860716819763186,250,750,9.691202640533447
0,model_with_pwl_costs_0,0.10888910293579103,250,750,0.071502685546875
1,model_with_pwl_costs_1,0.10887980461120604,250,750,0.07379579544067383
2,model_with_pwl_costs_2,0.1076650619506836,250,750,0.0778346061706543
3,model_with_pwl_costs_3,0.10658884048461914,250,750,0.07425260543823242
4,model_with_pwl_costs_4,0.1101539134979248,250,750,0.07427501678466797
5,model_with_pwl_costs_5,0.1058802604675293,250,750,0.07353448867797853
6,model_with_pwl_costs_6,0.1093292236328125,250,750,0.0732107162475586
7,model_with_pwl_costs_7,0.10504794120788574,250,750,0.07401871681213379
8,model_with_pwl_costs_8,0.1085500717163086,250,750,0.07509064674377441
9,model_with_pwl_costs_9,0.10347676277160643,250,750,0.07425570487976074
10,model_with_pwl_costs_10,0.10800409317016603,250,750,0.07443976402282715
11,model_with_pwl_costs_11,0.10855889320373537,250,750,0.0754396915435791
12,model_with_pwl_costs_12,0.11340117454528807,250,750,0.07658696174621582
13,model_with_pwl_costs_13,0.1086251735687256,250,750,0.07817792892456055
14,model_with_pwl_costs_14,0.1074068546295166,250,750,0.07625985145568848
15,model_with_pwl_costs_15,0.1122610569000244,250,750,0.07677865028381348
16,model_with_pwl_costs_16,0.1131150722503662,250,750,0.07733654975891112
17,model_with_pwl_costs_17,0.10874700546264647,250,750,0.07603883743286133
18,model_with_pwl_costs_18,0.10842680931091307,250,750,0.07662081718444824
19,model_with_pwl_costs_19,0.10710406303405763,250,750,0.07728385925292969
20,model_with_pwl_costs_20,0.11173772811889647,250,750,0.07793951034545897
21,model_with_pwl_costs_21,0.10702061653137207,250,750,0.07743167877197266
22,model_with_pwl_costs_22,0.10728716850280763,250,750,0.07836461067199707
23,model_with_pwl_costs_23,0.1081230640411377,250,750,0.0781717300415039
24,model_with_pwl_costs_24,0.11049985885620116,250,750,0.07782173156738281
0,model_with_separate_variables_0,0.5542609691619873,500,750,2.2972819805145264
1,model_with_separate_variables_1,0.5152530670166016,500,750,2.89231014251709
2,model_with_separate_variables_2,0.48569893836975103,500,750,3.6930956840515137
3,model_with_separate_variables_3,0.524357795715332,500,750,4.3123531341552725
4,model_with_separate_variables_4,0.4924361705780029,500,750,4.913721799850464
5,model_with_separate_variables_5,0.5140550136566162,500,750,5.7232067584991455
6,model_with_separate_variables_6,0.5173780918121338,500,750,6.510312557220459
7,model_with_separate_variables_7,0.5004413127899171,500,750,7.043543815612793
8,model_with_separate_variables_8,0.5643997192382812,500,750,7.820958137512207
9,model_with_separate_variables_9,0.5044071674346924,500,750,8.07866382598877
10,model_with_separate_variables_10,0.5225498676300049,500,750,9.312424898147585
11,model_with_separate_variables_11,0.5713112354278564,500,750,9.364335060119627
12,model_with_separate_variables_12,0.5151121616363525,500,750,10.80243968963623
13,model_with_separate_variables_13,0.5225529670715332,500,750,10.86748504638672
14,model_with_separate_variables_14,0.5115149021148682,500,750,11.707991123199465
15,model_with_separate_variables_15,0.5148119926452637,500,750,12.800804853439331
16,model_with_separate_variables_16,0.5147390365600586,500,750,12.778893947601318
17,model_with_separate_variables_17,0.575300931930542,500,750,13.353137016296387
18,model_with_separate_variables_18,0.5065789222717285,500,750,14.01134991645813
19,model_with_separate_variables_19,0.5196092128753662,500,750,15.737725973129272
20,model_with_separate_variables_20,0.5197989940643309,500,750,15.34307599067688
21,model_with_separate_variables_21,0.5086007118225098,500,750,15.937534093856812
22,model_with_separate_variables_22,0.5145883560180664,500,750,16.823911666870114
23,model_with_separate_variables_23,0.5197541713714601,500,750,18.978977680206302
24,model_with_separate_variables_24,0.5118467807769775,500,750,18.145216941833496
0,model_with_pwl_costs_0,0.4722599983215332,500,750,0.14649105072021484
1,model_with_pwl_costs_1,0.46392822265625,500,750,0.14622092247009275
2,model_with_pwl_costs_2,0.4643871784210205,500,750,0.14430880546569824
3,model_with_pwl_costs_3,0.47294497489929205,500,750,0.1508197784423828
4,model_with_pwl_costs_4,0.4556548595428467,500,750,0.14743804931640625
5,model_with_pwl_costs_5,0.4712510108947754,500,750,0.14692974090576172
6,model_with_pwl_costs_6,0.4768788814544678,500,750,0.14707088470458984
7,model_with_pwl_costs_7,0.4644951820373535,500,750,0.15109896659851074
8,model_with_pwl_costs_8,0.4557821750640869,500,750,0.15116190910339355
9,model_with_pwl_costs_9,0.4725868701934815,500,750,0.14850306510925293
10,model_with_pwl_costs_10,0.4838688373565674,500,750,0.1508781909942627
11,model_with_pwl_costs_11,0.4743010997772217,500,750,0.14790081977844238
12,model_with_pwl_costs_12,0.4689161777496338,500,750,0.15177202224731445
13,model_with_pwl_costs_13,0.4731471538543701,500,750,0.15167593955993652
14,model_with_pwl_costs_14,0.45811104774475103,500,750,0.1508808135986328
15,model_with_pwl_costs_15,0.4714457988739014,500,750,0.15499401092529294
16,model_with_pwl_costs_16,0.4462950229644776,500,750,0.15496397018432614
17,model_with_pwl_costs_17,0.4787139892578125,500,750,0.15400052070617676
18,model_with_pwl_costs_18,0.4816997051239014,500,750,0.15479111671447754
19,model_with_pwl_costs_19,0.4819571971893311,500,750,0.15487456321716309
20,model_with_pwl_costs_20,0.4642488956451416,500,750,0.1545250415802002
21,model_with_pwl_costs_21,0.4805290699005127,500,750,0.1551058292388916
22,model_with_pwl_costs_22,0.4683849811553955,500,750,0.15285301208496094
23,model_with_pwl_costs_23,0.4863259792327881,500,750,0.15564203262329102
24,model_with_pwl_costs_24,0.4715569019317627,500,750,0.15491390228271484
0,model_with_separate_variables_0,0.003859281539916992,5,1000,0.02668619155883789
1,model_with_separate_variables_1,0.003354072570800781,5,1000,0.03613615036010742
2,model_with_separate_variables_2,0.003370046615600586,5,1000,0.044480085372924805
3,model_with_separate_variables_3,0.0033698081970214844,5,1000,0.05324220657348633
4,model_with_separate_variables_4,0.0037810802459716797,5,1000,0.0619354248046875
5,model_with_separate_variables_5,0.003461122512817383,5,1000,0.06938290596008301
6,model_with_separate_variables_6,0.003505229949951172,5,1000,0.07732534408569336
7,model_with_separate_variables_7,0.0035080909729003906,5,1000,0.08523201942443848
8,model_with_separate_variables_8,0.003518819808959961,5,1000,0.09501123428344728
9,model_with_separate_variables_9,0.0035262107849121094,5,1000,0.10624003410339357
10,model_with_separate_variables_10,0.003938913345336914,5,1000,0.1108872890472412
11,model_with_separate_variables_11,0.003805875778198242,5,1000,0.11839699745178225
12,model_with_separate_variables_12,0.00347590446472168,5,1000,0.1256580352783203
13,model_with_separate_variables_13,0.0035049915313720703,5,1000,0.1351151466369629
14,model_with_separate_variables_14,0.0037238597869873047,5,1000,0.1449439525604248
15,model_with_separate_variables_15,0.003412961959838867,5,1000,0.1520702838897705
16,model_with_separate_variables_16,0.003420114517211914,5,1000,0.16066217422485352
17,model_with_separate_variables_17,0.003565073013305664,5,1000,0.16986894607543945
18,model_with_separate_variables_18,0.0036067962646484375,5,1000,0.17301106452941895
19,model_with_separate_variables_19,0.003506898880004883,5,1000,0.18628501892089844
20,model_with_separate_variables_20,0.003493070602416992,5,1000,0.19396424293518064
21,model_with_separate_variables_21,0.003431081771850586,5,1000,0.20186305046081546
22,model_with_separate_variables_22,0.0034019947052001953,5,1000,0.2107641696929932
23,model_with_separate_variables_23,0.0034019947052001953,5,1000,0.21739602088928225
24,model_with_separate_variables_24,0.003462076187133789,5,1000,0.2286849021911621
0,model_with_pwl_costs_0,0.003147125244140625,5,1000,0.0029942989349365234
1,model_with_pwl_costs_1,0.0031380653381347656,5,1000,0.0030062198638916016
2,model_with_pwl_costs_2,0.0031130313873291016,5,1000,0.0037140846252441406
3,model_with_pwl_costs_3,0.0030961036682128906,5,1000,0.0030193328857421875
4,model_with_pwl_costs_4,0.0031931400299072266,5,1000,0.00298309326171875
5,model_with_pwl_costs_5,0.003149986267089844,5,1000,0.003013849258422852
6,model_with_pwl_costs_6,0.000431060791015625,5,1000,0.002963066101074219
7,model_with_pwl_costs_7,0.00045490264892578125,5,1000,0.002993106842041016
8,model_with_pwl_costs_8,0.000392913818359375,5,1000,0.003039121627807617
9,model_with_pwl_costs_9,0.003122091293334961,5,1000,0.0030040740966796875
10,model_with_pwl_costs_10,0.0004649162292480469,5,1000,0.003093242645263672
11,model_with_pwl_costs_11,0.003072023391723633,5,1000,0.003046989440917969
12,model_with_pwl_costs_12,0.0030798912048339844,5,1000,0.003052234649658203
13,model_with_pwl_costs_13,0.003108024597167969,5,1000,0.0030198097229003906
14,model_with_pwl_costs_14,0.003156900405883789,5,1000,0.0030519962310791016
15,model_with_pwl_costs_15,0.0030410289764404297,5,1000,0.003055095672607422
16,model_with_pwl_costs_16,0.002992153167724609,5,1000,0.0030689239501953125
17,model_with_pwl_costs_17,0.003201007843017578,5,1000,0.0031104087829589844
18,model_with_pwl_costs_18,0.002881050109863281,5,1000,0.003246307373046875
19,model_with_pwl_costs_19,0.003074884414672852,5,1000,0.003169059753417969
20,model_with_pwl_costs_20,0.003056049346923828,5,1000,0.003080129623413086
21,model_with_pwl_costs_21,0.0030341148376464844,5,1000,0.003107309341430664
22,model_with_pwl_costs_22,0.002942323684692383,5,1000,0.0030660629272460933
23,model_with_pwl_costs_23,0.002976894378662109,5,1000,0.00306391716003418
24,model_with_pwl_costs_24,0.0030548572540283203,5,1000,0.003184080123901367
0,model_with_separate_variables_0,0.01987624168395996,20,1000,0.10497093200683594
1,model_with_separate_variables_1,0.02018404006958008,20,1000,0.13934969902038574
2,model_with_separate_variables_2,0.020377159118652344,20,1000,0.1924288272857666
3,model_with_separate_variables_3,0.01942610740661621,20,1000,0.20832300186157227
4,model_with_separate_variables_4,0.0188291072845459,20,1000,0.26262402534484863
5,model_with_separate_variables_5,0.0193941593170166,20,1000,0.3003828525543213
6,model_with_separate_variables_6,0.01854491233825684,20,1000,0.30782103538513184
7,model_with_separate_variables_7,0.01844310760498047,20,1000,0.3819048404693604
8,model_with_separate_variables_8,0.01830315589904785,20,1000,0.37505388259887695
9,model_with_separate_variables_9,0.01903295516967773,20,1000,0.4099788665771485
10,model_with_separate_variables_10,0.019747018814086914,20,1000,0.4915659427642822
11,model_with_separate_variables_11,0.018939971923828125,20,1000,0.483604907989502
12,model_with_separate_variables_12,0.01953005790710449,20,1000,0.5159590244293213
13,model_with_separate_variables_13,0.0195159912109375,20,1000,0.5975079536437988
14,model_with_separate_variables_14,0.019431114196777344,20,1000,0.591141939163208
15,model_with_separate_variables_15,0.018703222274780273,20,1000,0.6169021129608154
16,model_with_separate_variables_16,0.01910710334777832,20,1000,0.6530110836029053
17,model_with_separate_variables_17,0.020371198654174805,20,1000,0.7665178775787354
18,model_with_separate_variables_18,0.020236968994140625,20,1000,0.7138941287994385
19,model_with_separate_variables_19,0.019959211349487305,20,1000,0.7529497146606445
20,model_with_separate_variables_20,0.01988387107849121,20,1000,0.7772960662841797
21,model_with_separate_variables_21,0.01965785026550293,20,1000,0.8158128261566162
22,model_with_separate_variables_22,0.019930124282836914,20,1000,0.923588752746582
23,model_with_separate_variables_23,0.020651817321777344,20,1000,0.8945550918579102
24,model_with_separate_variables_24,0.0198359489440918,20,1000,0.9165349006652832
0,model_with_pwl_costs_0,0.017619848251342773,20,1000,0.009380102157592772
1,model_with_pwl_costs_1,0.019050121307373047,20,1000,0.008475303649902344
2,model_with_pwl_costs_2,0.015809059143066406,20,1000,0.008492231369018555
3,model_with_pwl_costs_3,0.01825690269470215,20,1000,0.00847005844116211
4,model_with_pwl_costs_4,0.019261837005615238,20,1000,0.008645057678222656
5,model_with_pwl_costs_5,0.01850795745849609,20,1000,0.00887608528137207
6,model_with_pwl_costs_6,0.018124818801879883,20,1000,0.008744001388549805
7,model_with_pwl_costs_7,0.01884603500366211,20,1000,0.008546829223632812
8,model_with_pwl_costs_8,0.018992900848388672,20,1000,0.008902788162231445
9,model_with_pwl_costs_9,0.01571798324584961,20,1000,0.008505821228027344
10,model_with_pwl_costs_10,0.01741790771484375,20,1000,0.009428977966308594
11,model_with_pwl_costs_11,0.01552414894104004,20,1000,0.009153127670288086
12,model_with_pwl_costs_12,0.01623392105102539,20,1000,0.008936643600463867
13,model_with_pwl_costs_13,0.0188138484954834,20,1000,0.008545875549316406
14,model_with_pwl_costs_14,0.018213987350463867,20,1000,0.008973121643066406
15,model_with_pwl_costs_15,0.01669597625732422,20,1000,0.00857686996459961
16,model_with_pwl_costs_16,0.017535924911499023,20,1000,0.009039878845214844
17,model_with_pwl_costs_17,0.01873207092285156,20,1000,0.008952856063842773
18,model_with_pwl_costs_18,0.016618967056274414,20,1000,0.008962154388427734
19,model_with_pwl_costs_19,0.01485300064086914,20,1000,0.008783102035522461
20,model_with_pwl_costs_20,0.016390085220336914,20,1000,0.008713006973266602
21,model_with_pwl_costs_21,0.018275022506713867,20,1000,0.009170055389404295
22,model_with_pwl_costs_22,0.01897406578063965,20,1000,0.0278317928314209
23,model_with_pwl_costs_23,0.018304109573364258,20,1000,0.009140968322753906
24,model_with_pwl_costs_24,0.017918109893798828,20,1000,0.009272098541259766
0,model_with_separate_variables_0,0.05229020118713379,50,1000,0.26087212562561035
1,model_with_separate_variables_1,0.0532982349395752,50,1000,0.3456590175628662
2,model_with_separate_variables_2,0.04930400848388672,50,1000,0.4645853042602539
3,model_with_separate_variables_3,0.05207395553588867,50,1000,0.5609991550445557
4,model_with_separate_variables_4,0.05333685874938965,50,1000,0.6474950313568115
5,model_with_separate_variables_5,0.050382137298583984,50,1000,0.7482562065124512
6,model_with_separate_variables_6,0.055148839950561516,50,1000,0.7945470809936523
7,model_with_separate_variables_7,0.05114603042602539,50,1000,0.9345221519470216
8,model_with_separate_variables_8,0.05069684982299805,50,1000,0.9218361377716064
9,model_with_separate_variables_9,0.05406093597412109,50,1000,1.1012160778045654
10,model_with_separate_variables_10,0.05029034614562988,50,1000,1.1101770401000977
11,model_with_separate_variables_11,0.05086207389831543,50,1000,1.314279079437256
12,model_with_separate_variables_12,0.051928043365478516,50,1000,1.2847959995269775
13,model_with_separate_variables_13,0.05223798751831055,50,1000,1.4106199741363523
14,model_with_separate_variables_14,0.05160713195800781,50,1000,1.5837671756744385
15,model_with_separate_variables_15,0.05228376388549805,50,1000,1.5508713722229004
16,model_with_separate_variables_16,0.052798986434936516,50,1000,1.6083478927612305
17,model_with_separate_variables_17,0.05243182182312012,50,1000,1.7002151012420654
18,model_with_separate_variables_18,0.05234789848327637,50,1000,1.9948770999908447
19,model_with_separate_variables_19,0.05100703239440918,50,1000,1.8923938274383545
20,model_with_separate_variables_20,0.05155611038208008,50,1000,1.989410400390625
21,model_with_separate_variables_21,0.052087068557739265,50,1000,2.068256139755249
22,model_with_separate_variables_22,0.05055570602416992,50,1000,2.1648499965667725
23,model_with_separate_variables_23,0.05248427391052246,50,1000,2.442417860031128
24,model_with_separate_variables_24,0.050537109375,50,1000,2.34914231300354
0,model_with_pwl_costs_0,0.0011148452758789062,50,1000,0.01959824562072754
1,model_with_pwl_costs_1,0.0010819435119628906,50,1000,0.019564151763916016
2,model_with_pwl_costs_2,0.00113677978515625,50,1000,0.0328519344329834
3,model_with_pwl_costs_3,0.0011138916015625,50,1000,0.019815921783447262
4,model_with_pwl_costs_4,0.0010838508605957033,50,1000,0.020446062088012692
5,model_with_pwl_costs_5,0.0011436939239501953,50,1000,0.019845008850097656
6,model_with_pwl_costs_6,0.0010530948638916016,50,1000,0.0203704833984375
7,model_with_pwl_costs_7,0.0011148452758789062,50,1000,0.02031087875366211
8,model_with_pwl_costs_8,0.001077890396118164,50,1000,0.02022933959960937
9,model_with_pwl_costs_9,0.0010590553283691406,50,1000,0.02062630653381348
10,model_with_pwl_costs_10,0.0010843276977539062,50,1000,0.020757198333740238
11,model_with_pwl_costs_11,0.0011098384857177734,50,1000,0.020519018173217773
12,model_with_pwl_costs_12,0.001096963882446289,50,1000,0.021044015884399414
13,model_with_pwl_costs_13,0.0012552738189697266,50,1000,0.020510196685791016
14,model_with_pwl_costs_14,0.001179218292236328,50,1000,0.020736217498779297
15,model_with_pwl_costs_15,0.0011241436004638672,50,1000,0.020570039749145508
16,model_with_pwl_costs_16,0.0010600090026855467,50,1000,0.02126002311706543
17,model_with_pwl_costs_17,0.0010750293731689453,50,1000,0.021888256072998047
18,model_with_pwl_costs_18,0.0010809898376464844,50,1000,0.02086806297302246
19,model_with_pwl_costs_19,0.0010371208190917967,50,1000,0.020968198776245117
20,model_with_pwl_costs_20,0.0014979839324951172,50,1000,0.02106618881225586
21,model_with_pwl_costs_21,0.0020799636840820312,50,1000,0.0211489200592041
22,model_with_pwl_costs_22,0.0018360614776611328,50,1000,0.02127981185913086
23,model_with_pwl_costs_23,0.0012881755828857422,50,1000,0.02120208740234375
24,model_with_pwl_costs_24,0.0011489391326904295,50,1000,0.02174997329711914
0,model_with_separate_variables_0,0.13141512870788574,100,1000,0.5456256866455078
1,model_with_separate_variables_1,0.12039685249328612,100,1000,0.7658398151397705
2,model_with_separate_variables_2,0.1173090934753418,100,1000,0.961662530899048
3,model_with_separate_variables_3,0.11822795867919922,100,1000,1.1086158752441406
4,model_with_separate_variables_4,0.12309408187866212,100,1000,1.294294834136963
5,model_with_separate_variables_5,0.11967992782592772,100,1000,1.4106016159057615
6,model_with_separate_variables_6,0.12880206108093262,100,1000,1.6852147579193115
7,model_with_separate_variables_7,0.12934207916259766,100,1000,1.8513998985290527
8,model_with_separate_variables_8,0.11833715438842772,100,1000,1.909798622131348
9,model_with_separate_variables_9,0.12549781799316406,100,1000,2.2263858318328857
10,model_with_separate_variables_10,0.12432527542114258,100,1000,2.243600845336914
11,model_with_separate_variables_11,0.12197184562683105,100,1000,2.449438571929932
12,model_with_separate_variables_12,0.12523484230041504,100,1000,2.767587900161743
13,model_with_separate_variables_13,0.1233530044555664,100,1000,2.887771844863892
14,model_with_separate_variables_14,0.1208193302154541,100,1000,2.956303834915161
